,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
31,=32,LMU MunichGermanyExplore,78.3,69.9,76.1,90.2,100.0,65.6
32,=32,University of MelbourneAustralia,78.3,68.0,73.4,90.3,74.0,93.1
33,34,Georgia Institute of TechnologyUnited States,77.5,62.5,76.1,95.1,62.2,77.1
34,35,École Polytechnique Fédérale de LausanneSwitzerland,76.9,66.5,66.5,92.8,69.1,98.7
35,36,University of Hong KongHong Kong,76.3,72.6,78.4,73.7,56.5,99.7
36,37,University of British ColumbiaCanada,76.0,60.8,72.6,92.8,42.9,93.9
37,38,King’s College LondonUnited Kingdom,75.8,61.1,68.7,95.2,45.9,95.3
38,39,University of Texas at AustinUnited States,75.4,68.8,74.2,94.8,48.7,38.0
39,40,Karolinska InstituteSweden,74.9,56.1,72.1,96.2,68.6,77.5
40,41,The Hong Kong University of Science and TechnologyHong KongExplore,74.5,56.8,67.6,93.9,65.8,98.0
41,41,Paris Sciences et Lettres – PSL Research University ParisFrance,74.4,74.3,67.8,82.2,49.8,78.3
42,42,The University of TokyoJapan,74.1,84.0,87.2,61.3,67.2,35.9
43,43,University of Wisconsin-MadisonUnited States,73.9,70.3,71.0,89.9,46.8,45.6
44,=44,McGill UniversityCanada,73.7,64.1,69.4,86.3,42.3,89.4
45,=44,Technical University of MunichGermany,73.7,62.9,68.6,88.3,100.0,70.5
46,47,Heidelberg UniversityGermany,73.2,68.1,59.0,95.9,55.6,65.7
47,48,KU LeuvenBelgiumExplore,72.6,56.9,70.4,88.9,99.9,70.1
48,49,Australian National UniversityAustralia,72.4,55.5,70.6,87.3,49.1,95.0
49,50,University of Illinois at Urbana-ChampaignUnited States,72.3,63.2,73.5,86.7,49.4,53.5
50,51,"Nanyang Technological University, SingaporeSingapore",72.2,55.4,65.8,88.6,83.1,95.4
51,52,"University of California, Santa BarbaraUnited States",71.5,50.9,65.0,98.8,83.4,67.0
52,53,Brown UniversityUnited States,71.4,67.3,57.3,95.4,36.2,60.4
53,53,Chinese University of Hong KongHong KongExplore,71.4,59.3,64.9,84.5,54.1,98.6
54,54,Washington University in St LouisUnited States,70.9,63.1,56.6,99.1,39.5,56.5
55,56,University of North Carolina at Chapel HillUnited States,70.0,62.2,61.4,96.8,42.4,36.8
56,57,University of ManchesterUnited KingdomExplore,69.9,57.7,62.0,87.2,45.0,90.1
57,58,Delft University of TechnologyNetherlands,69.2,58.1,71.4,70.0,99.6,91.6
58,=59,"University of California, DavisUnited States",68.5,59.3,63.6,85.6,52.7,61.2
59,=59,University of SydneyAustralia,68.5,50.2,61.4,89.1,68.1,87.8
60,=59,Wageningen University & ResearchNetherlands,68.5,49.2,53.6,96.8,100.0,81.7
61,62,University of AmsterdamNetherlandsExplore,67.9,50.1,61.9,92.3,42.9,74.0
62,63,Seoul National UniversitySouth Korea,67.5,74.6,71.1,64.2,77.2,35.1
63,64,Purdue University West LafayetteUnited States,67.4,61.6,68.6,71.1,64.6,71.8
64,65,Kyoto UniversityJapan,67.3,75.9,77.5,55.0,95.6,31.1
65,66,University of Southern CaliforniaUnited States,67.0,53.2,56.6,93.8,39.2,66.3
66,67,Humboldt University of BerlinGermany,66.9,64.1,65.8,72.6,41.8,67.2
67,68,Leiden UniversityNetherlandsExplore,66.3,46.5,62.4,87.3,74.6,74.1
68,69,The University of QueenslandAustraliaExplore,66.0,47.3,57.4,86.5,70.3,91.7
69,70,Erasmus University RotterdamNetherlandsExplore,65.8,40.6,55.7,97.2,56.8,84.5
70,=71,University of MinnesotaUnited States,65.3,56.8,58.7,85.6,79.4,39.4
71,=71,Ohio State University (Main campus)United States,65.3,56.7,54.9,87.1,52.9,58.3
72,73,Sorbonne UniversityFrance,65.1,63.2,53.1,80.6,39.0,67.3
73,=74,Boston UniversityUnited States,65.0,56.3,44.8,96.8,36.5,62.3
74,=74,Utrecht UniversityNetherlandsExplore,65.0,43.8,61.2,90.7,62.9,63.1
75,76,University of FreiburgGermany,64.7,50.5,53.1,85.8,100.0,71.6
76,77,McMaster UniversityCanadaExplore,64.4,44.0,48.2,94.3,93.5,80.5
77,78,University of BristolUnited Kingdom,64.3,44.8,48.6,96.1,40.5,86.3
78,=79,University of GroningenNetherlandsExplore,64.1,42.5,54.4,90.7,79.7,77.5
79,=79,University of WarwickUnited Kingdom,64.1,48.0,51.8,87.0,41.5,93.3
80,81,Penn State (Main campus)United States,63.8,53.2,62.5,81.1,50.8,46.4
81,=82,"University of Maryland, College ParkUnited States",63.7,47.8,57.7,93.2,38.7,41.2
82,=82,Sungkyunkwan University (SKKU)South KoreaExplore,63.7,58.4,59.1,74.8,96.9,48.8
83,=84,Emory UniversityUnited States,63.6,56.0,39.7,98.4,43.6,56.4
84,=84,Monash UniversityAustralia,63.6,46.1,53.7,83.8,74.1,88.7
85,86,Rice UniversityUnited States,63.5,50.9,40.4,97.9,44.6,75.1
86,=87,RWTH Aachen UniversityGermany,63.3,56.7,60.7,71.3,98.8,56.2
87,=87,Uppsala UniversitySweden,63.3,44.3,55.7,87.7,77.3,67.4
88,89,University of TübingenGermany,63.2,50.0,54.4,84.9,67.0,62.6
89,=90,Charité - Universitätsmedizin BerlinGermany,63.0,47.6,46.1,93.2,87.8,63.1
90,=90,University of MontrealCanadaExplore,63.0,47.8,50.2,84.6,74.3,85.0
91,=90,University of ZurichSwitzerland,63.0,46.5,46.4,89.6,53.4,91.4
92,=93,University of Science and Technology of ChinaChinaExplore,62.9,62.3,54.7,77.1,89.2,32.2
93,=93,University of GlasgowUnited KingdomExplore,62.8,41.2,48.3,93.6,40.1,92.3
94,=93,Michigan State UniversityUnited States,62.8,56.5,54.2,79.8,37.9,62.9
95,=96,"University of California, IrvineUnited States",62.7,44.5,47.6,94.6,60.8,69.3
96,=96,UNSW SydneyAustraliaExplore,62.7,45.0,54.1,82.3,52.4,92.6
97,98,Lund UniversitySweden,62.5,41.9,53.2,87.4,78.0,77.3
98,=99,Dartmouth CollegeUnited States,62.4,59.6,38.9,95.9,41.3,40.1
99,=99,University of HelsinkiFinland,62.4,46.2,57.6,87.5,37.4,54.4
100,101,Zhejiang UniversityChinaExplore,62.2,69.4,68.4,47.9,100.0,53.3
101,102,Korea Advanced Institute of Science and Technology (KAIST)South Korea,61.8,61.7,59.3,67.8,99.9,35.7
102,103,University of BaselSwitzerland,61.5,43.1,39.4,90.1,99.4,96.1
103,104,Free University of BerlinGermany,61.4,61.3,64.3,57.2,42.4,74.0
104,104,Fudan UniversityChina,61.4,63.7,57.2,68.9,50.2,42.2
105,106,University of SheffieldUnited Kingdom,61.2,46.0,46.0,86.5,43.1,87.2
106,107,University of Virginia (Main campus)United States,61.0,53.8,41.1,92.7,44.1,47.7
107,108,École PolytechniqueFranceExplore,60.8,58.6,46.6,68.2,70.6,94.0
108,109,Georgetown UniversityUnited States,60.7,56.0,36.0,93.2,64.6,46.9
109,=110,University of BernSwitzerland,60.3,45.1,41.7,85.5,83.1,86.5
110,=110,University of BonnGermany,60.3,48.4,40.7,89.9,87.4,59.7
111,=110,City University of Hong KongHong KongExplore,60.3,43.7,46.3,80.6,63.2,99.8
112,=110,University of Pittsburgh-Pittsburgh campusUnited States,60.3,47.8,44.5,95.9,40.4,38.2
113,=114,University of Colorado BoulderUnited States,59.9,45.0,43.2,96.5,39.2,46.4
114,=114,Durham UniversityUnited Kingdom,59.9,44.7,47.0,82.0,37.7,90.9
115,=116,University of BirminghamUnited Kingdom,59.7,38.9,43.3,91.5,39.8,88.5
116,=116,University of CopenhagenDenmark,59.7,44.2,39.4,90.8,45.8,83.2
117,118,University of SouthamptonUnited Kingdom,59.6,39.7,42.0,90.2,40.7,93.9
118,119,University of YorkUnited Kingdom,59.3,41.2,45.7,86.4,36.2,84.9
119,120,Trinity College DublinIrelandExplore,59.2,43.7,47.0,79.8,43.4,93.3
120,=121,University of OsloNorway,59.1,39.8,44.2,91.2,41.8,73.3
121,=121,Vanderbilt UniversityUnited States,59.1,46.5,39.4,96.6,47.0,41.9
122,=123,Aarhus UniversityDenmark,59.0,37.0,51.4,84.2,63.0,75.3
123,=123,Arizona State University (Tempe)United StatesExplore,59.0,42.7,47.4,88.7,38.6,58.6
124,=123,University of GöttingenGermany,59.0,48.8,48.9,81.2,36.1,59.7
125,=123,University of MannheimGermany,59.0,42.7,51.3,82.5,62.5,60.0
126,=123,Radboud University NijmegenNetherlandsExplore,59.0,35.2,49.8,88.8,43.0,76.6
127,=128,Université Catholique de LouvainBelgium,58.9,38.1,51.4,82.1,55.1,79.7
128,=128,Maastricht UniversityNetherlands,58.9,38.8,47.1,79.6,79.8,97.0
129,130,Queen Mary University of LondonUnited Kingdom,58.8,31.9,38.9,97.6,43.0,96.1
130,131,Technical University of BerlinGermany,58.7,50.0,54.1,67.5,94.2,64.4
131,=132,University of AlbertaCanada,58.5,47.4,48.2,73.0,59.2,86.6
132,=132,Case Western Reserve UniversityUnited States,58.5,49.2,36.2,93.2,40.8,51.5
133,134,Nanjing UniversityChina,58.4,54.4,47.5,71.7,84.0,56.1
134,134,The University of Western AustraliaAustralia,58.4,33.5,44.5,88.8,55.0,93.1
135,=135,University of AdelaideAustralia,58.3,32.8,41.2,92.5,61.6,90.9
136,=135,University of GenevaSwitzerland,58.3,39.0,44.0,81.1,65.2,98.5
137,=135,University of HamburgGermany,58.3,46.3,47.5,77.9,98.3,58.4
138,=135,Karlsruhe Institute of TechnologyGermany,58.3,46.8,47.4,75.7,92.5,67.1
139,=135,Pompeu Fabra UniversitySpain,58.3,40.0,39.1,95.7,42.4,64.3
140,141,University of ExeterUnited KingdomExplore,57.8,34.3,39.7,93.2,36.3,90.3
141,142,Pohang University of Science and Technology (POSTECH)South KoreaExplore,57.7,50.7,47.8,77.4,94.3,34.4
142,=143,Ghent UniversityBelgium,57.6,44.9,47.9,77.6,81.5,58.7
143,=143,University of ViennaAustria,57.6,53.3,47.6,64.7,35.4,94.4
144,145,Autonomous University of BarcelonaSpainExplore,57.5,43.9,36.5,92.4,41.3,62.2
145,=146,University of CologneGermany,57.3,43.5,41.8,83.7,77.9,61.3
146,=146,Indiana UniversityUnited States,57.3,49.4,45.6,78.6,52.8,52.6
147,=146,Lancaster UniversityUnited Kingdom,57.3,36.5,40.3,88.0,35.6,93.3
148,=149,University of NottinghamUnited Kingdom,57.2,42.7,42.8,80.0,40.8,86.8
149,=149,Ulm UniversityGermany,57.2,40.6,36.7,92.6,75.8,57.6
150,151,TU DresdenGermany,57.0,46.0,47.7,74.8,94.5,55.3
151,152,Tufts UniversityUnited States,56.8,48.8,32.0,91.2,40.5,55.9
152,=153,University of LeedsUnited Kingdom,56.6,40.7,43.5,79.7,39.5,85.5
153,=153,Sant’Anna School of Advanced Studies – PisaItaly,56.6,45.3,40.9,82.4,79.5,52.9
154,=153,Stockholm UniversitySweden,56.6,32.3,47.7,87.2,36.5,73.9
155,=156,University of Cape TownSouth AfricaExplore,56.5,31.7,41.5,87.2,87.6,82.4
156,=156,University of FloridaUnited States,56.5,55.3,51.2,66.7,62.6,39.9
157,158,University of AberdeenUnited Kingdom,56.3,30.5,34.7,94.7,46.5,95.0
158,=159,University of ArizonaUnited States,56.2,43.4,43.0,85.5,49.4,44.8
159,159,Hong Kong Polytechnic UniversityHong KongExplore,56.2,42.4,49.0,68.3,43.4,95.7
160,=159,University of WürzburgGermany,56.2,38.1,42.6,87.3,59.8,57.9
161,=161,Scuola Normale Superiore di PisaItaly,56.0,57.7,37.6,75.7,35.2,51.0
162,=161,University of SussexUnited Kingdom,56.0,33.0,37.3,90.0,35.7,92.7
163,=163,University of RochesterUnited States,55.9,45.1,31.0,90.8,41.5,63.7
164,=163,Technical University of DenmarkDenmark,55.9,40.2,38.6,79.1,64.4,92.3
165,165,University of St AndrewsUnited Kingdom,55.8,42.3,40.2,76.4,36.4,96.3
166,166,Vrije Universiteit AmsterdamNetherlands,55.7,34.4,41.4,89.5,54.3,64.2
167,=167,"University of California, Santa CruzUnited States",55.6,33.5,36.0,99.1,39.5,53.2
168,=167,Eindhoven University of TechnologyNetherlands,55.6,44.6,46.6,66.4,99.6,77.4
169,=167,University of LeicesterUnited Kingdom,55.6,30.5,33.8,95.2,37.3,91.2
170,170,National Taiwan University (NTU)TaiwanExplore,55.5,54.9,56.8,59.4,63.2,34.6
171,=171,Newcastle UniversityUnited KingdomExplore,55.4,32.9,39.6,86.6,41.6,88.2
172,=171,Texas A&M UniversityUnited States,55.4,51.6,54.6,61.1,47.5,53.4
173,173,University of Notre DameUnited States,55.3,50.4,41.9,75.5,37.9,53.5
174,175,University of Erlangen-NurembergGermany,55.2,41.5,43.5,78.6,86.9,52.4
175,=176,University of LausanneSwitzerland,54.9,32.5,44.1,77.5,67.3,92.7
176,=176,University of OttawaCanadaExplore,54.9,39.1,39.3,81.6,43.2,77.0
177,=176,Rutgers University – New BrunswickUnited States,54.9,45.4,44.5,77.4,39.8,50.4
178,179,University of Alabama at BirminghamUnited States,54.8,39.4,32.9,95.7,65.9,36.6
179,180,University of BolognaItalyExplore,54.7,51.2,32.6,82.7,43.9,49.2
180,=181,Aalto UniversityFinland,54.5,40.5,37.7,79.6,49.6,78.4
181,=181,George Washington UniversityUnited States,54.5,49.9,30.6,85.0,34.5,53.5
182,=181,University of LiverpoolUnited Kingdom,54.5,32.2,35.9,87.5,39.4,91.5
183,=184,University of MünsterGermany,54.4,40.7,43.2,81.2,51.6,47.8
184,=184,"Northeastern University, USUnited States",54.4,37.0,26.5,96.3,37.2,74.0
185,=184,University of TwenteNetherlands,54.4,40.8,47.0,64.5,81.6,89.3
186,=187,Cardiff UniversityUnited KingdomExplore,54.2,33.6,37.1,86.3,37.2,82.7
187,=187,KTH Royal Institute of TechnologySweden,54.2,43.7,44.6,66.4,50.4,86.3
188,189,University of KonstanzGermany,54.1,39.4,45.1,74.2,69.6,63.7
189,189,Shanghai Jiao Tong UniversityChinaExplore,54.1,60.2,54.8,46.2,78.5,49.9
190,=190,University of Duisburg-EssenGermanyExplore,54.0,35.3,32.2,91.9,71.2,58.9
191,=190,University of East AngliaUnited KingdomExplore,54.0,28.2,30.9,96.2,35.3,87.4
192,=190,Western UniversityCanada,54.0,41.5,36.1,78.0,59.8,77.6
193,=194,Aalborg UniversityDenmarkExplore,53.9,30.7,37.7,88.9,47.1,73.9
194,=194,Paris Diderot University – Paris 7France,53.9,46.4,19.5,93.1,34.0,72.0
195,196,University of Technology SydneyAustraliaExplore,53.6,32.2,41.8,76.4,52.2,95.4
196,197,University of BergenNorway,53.3,30.7,30.6,94.0,36.5,77.9
197,198,Korea UniversitySouth KoreaExplore,53.2,48.4,50.1,58.1,98.3,50.7
198,=199,University of CalgaryCanada,53.1,34.6,34.4,84.1,55.7,76.6
199,=199,Lomonosov Moscow State UniversityRussian Federation,53.1,77.7,59.8,16.2,89.1,63.7
200,201–250,University of AntwerpBelgium,49.5–53.0,35.1,38.0,75.2,74.5,67.9
201,201–250,University of AucklandNew ZealandExplore,49.5–53.0,30.1,40.7,76.5,61.6,91.7
202,201–250,University of BarcelonaSpainExplore,49.5–53.0,37.7,32.3,85.1,40.1,52.6
203,201–250,University of BathUnited Kingdom,49.5–53.0,32.0,31.7,77.8,38.2,89.8
204,201–250,Bielefeld UniversityGermany,49.5–53.0,35.4,40.0,79.3,53.4,46.4
205,201–250,Brandeis UniversityUnited States,49.5–53.0,28.5,23.6,99.9,34.6,52.4
206,201–250,University at BuffaloUnited States,49.5–53.0,40.7,34.6,73.1,43.3,63.8
207,201–250,"University of California, RiversideUnited States",49.5–53.0,29.5,31.6,92.0,41.0,65.6
208,201–250,Chalmers University of TechnologySweden,49.5–53.0,41.1,40.7,60.7,71.0,81.5
209,201–250,Copenhagen Business SchoolDenmark,49.5–53.0,24.8,32.3,88.0,41.3,92.2
210,201–250,University of DundeeUnited KingdomExplore,49.5–53.0,23.7,30.5,94.1,46.8,80.3
211,201–250,École des Ponts ParisTechFrance,49.5–53.0,40.1,25.6,76.8,59.8,82.7
212,201–250,École Normale Supérieure de LyonFrance,49.5–53.0,42.7,41.2,70.3,43.7,64.9
213,201–250,University of FribourgSwitzerland,49.5–53.0,33.9,34.4,73.3,60.3,87.5
214,201–250,University of GothenburgSweden,49.5–53.0,25.8,39.8,92.0,39.4,62.9
215,201–250,University of Hawai’i at MānoaUnited States,49.5–53.0,35.5,37.1,75.0,50.6,64.4
216,201–250,Hebrew University of JerusalemIsrael,49.5–53.0,45.0,44.0,64.9,40.6,59.4
217,201–250,University of HohenheimGermany,49.5–53.0,33.3,29.2,86.0,56.8,54.5
218,201–250,University of IowaUnited States,49.5–53.0,42.9,33.8,81.3,54.6,37.1
219,201–250,James Cook UniversityAustralia,49.5–53.0,23.5,27.2,91.9,41.9,75.4
220,201–250,University of KielGermany,49.5–53.0,30.9,27.0,92.8,34.0,54.1
221,201–250,King Abdulaziz UniversitySaudi ArabiaExplore,49.5–53.0,27.8,16.3,99.0,77.2,92.9
222,201–250,Université Libre de BruxellesBelgium,49.5–53.0,29.4,41.8,79.9,43.6,85.9
223,201–250,University of LuxembourgLuxembourg,49.5–53.0,29.5,30.6,87.7,42.8,99.7
224,201–250,Macquarie UniversityAustraliaExplore,49.5–53.0,33.4,37.3,71.3,46.2,81.6
225,201–250,University of MassachusettsUnited States,49.5–53.0,36.6,28.7,89.5,50.0,58.4
226,201–250,Medical University of GrazAustria,49.5–53.0,30.2,24.4,89.0,63.3,73.2
227,201–250,Medical University of ViennaAustria,49.5–53.0,32.1,21.9,90.5,49.7,78.8
228,201–250,University of MiamiUnited States,49.5–53.0,41.6,25.2,86.2,39.3,60.4
229,201–250,University of OtagoNew Zealand,49.5–53.0,27.9,30.7,82.6,37.4,89.5
230,201–250,University of PaduaItaly,49.5–53.0,39.9,27.7,83.7,37.5,42.4
231,201–250,Paris-Sud UniversityFrance,49.5–53.0,36.5,33.7,87.6,34.3,64.5
232,201–250,University of PassauGermany,49.5–53.0,31.4,35.9,89.1,44.3,57.0
233,201–250,University of PotsdamGermany,49.5–53.0,37.2,39.2,74.3,43.1,55.3
234,201–250,Queen’s University BelfastUnited KingdomExplore,49.5–53.0,27.5,32.6,87.6,38.7,96.3
235,201–250,Queensland University of TechnologyAustraliaExplore,49.5–53.0,28.6,37.9,81.3,56.7,79.9
236,201–250,RCSI University of Medicine and Health SciencesIrelandExplore,49.5–53.0,30.7,24.5,91.3,45.7,91.5
237,201–250,University of ReadingUnited Kingdom,49.5–53.0,34.3,34.3,75.8,39.0,91.2
238,201–250,University of South AustraliaAustralia,49.5–53.0,30.5,37.1,68.1,79.7,92.9
239,201–250,University of TampereFinland,49.5–53.0,28.0,32.5,91.0,50.7,43.7
240,201–250,Tel Aviv UniversityIsrael,49.5–53.0,43.3,52.0,64.4,43.5,51.2
241,201–250,Tilburg UniversityNetherlands,49.5–53.0,38.7,48.1,66.2,54.3,76.6
242,201–250,Ulsan National Institute of Science and Technology (UNIST)South KoreaExplore,49.5–53.0,24.5,34.5,96.3,70.1,49.7
243,201–250,University College DublinIreland,49.5–53.0,30.7,36.6,76.4,40.6,91.3
244,201–250,University of UtahUnited States,49.5–53.0,36.5,33.7,88.9,40.7,33.4
245,201–250,Vita-Salute San Raffaele UniversityItaly,49.5–53.0,36.5,23.8,97.1,35.1,46.0
246,201–250,University of WaterlooCanadaExplore,49.5–53.0,32.2,39.7,69.3,43.3,82.4
247,201–250,William & MaryUnited States,49.5–53.0,47.8,19.8,86.7,34.6,34.5
248,201–250,University of the WitwatersrandSouth AfricaExplore,49.5–53.0,27.7,40.8,81.0,100.0,74.2
249,201–250,University of WollongongAustraliaExplore,49.5–53.0,30.3,33.5,75.7,52.8,90.9
250,201–250,Yonsei University (Seoul campus)South KoreaExplore,49.5–53.0,50.8,51.1,50.6,97.2,56.9
251,251–300,Brighton and Sussex Medical SchoolUnited Kingdom,46.4–49.4,21.0,19.0,100.0,34.0,74.2
252,251–300,University of CanberraAustralia,46.4–49.4,20.0,27.7,95.0,37.4,68.0
253,251–300,University of Cincinnati – UptownUnited States,46.4–49.4,37.2,31.0,82.6,40.5,39.8
254,251–300,Clark UniversityUnited States,46.4–49.4,25.1,25.5,89.2,34.3,58.9
255,251–300,Colorado School of MinesUnited States,46.4–49.4,32.9,27.8,84.4,50.5,42.7
256,251–300,Dalhousie UniversityCanadaExplore,46.4–49.4,25.5,29.0,79.0,45.6,83.7
257,251–300,University of DelawareUnited States,46.4–49.4,28.5,37.4,77.4,91.5,46.2
258,251–300,University of EssexUnited Kingdom,46.4–49.4,31.8,31.7,68.3,34.8,96.6
259,251–300,Flinders UniversityAustraliaExplore,46.4–49.4,25.7,29.6,78.7,37.6,86.7
260,251–300,Florida State UniversityUnited States,46.4–49.4,38.4,40.0,70.9,39.5,43.0
261,251–300,Goethe University FrankfurtGermany,46.4–49.4,34.0,29.6,76.5,43.8,59.1
262,251–300,Griffith UniversityAustraliaExplore,46.4–49.4,24.5,31.3,79.9,42.8,82.9
263,251–300,University of IcelandIceland,46.4–49.4,19.3,29.6,86.9,57.9,62.6
264,251–300,University of Illinois at ChicagoUnited States,46.4–49.4,44.6,30.8,71.4,42.7,55.3
265,251–300,Indian Institute of ScienceIndia,46.4–49.4,56.7,51.4,41.7,50.7,20.2
266,251–300,Jacobs UniversityGermanyExplore,46.4–49.4,40.7,33.0,62.4,60.0,83.1
267,251–300,Johannes Gutenberg University of MainzGermany,46.4–49.4,36.7,23.0,80.3,64.0,55.8
268,251–300,Université LavalCanadaExplore,46.4–49.4,38.7,29.5,69.9,58.8,68.7
269,251–300,University of MarburgGermany,46.4–49.4,36.1,25.7,81.6,38.8,50.9
270,251–300,Moscow Institute of Physics and Technology (MIPT)Russian Federation,46.4–49.4,50.4,43.5,47.6,99.9,59.1
271,251–300,University of NavarraSpain,46.4–49.4,34.1,24.2,82.0,66.6,63.2
272,251–300,North Carolina State UniversityUnited States,46.4–49.4,37.3,34.3,69.8,43.4,55.9
273,251–300,Oregon Health and Science UniversityUnited States,46.4–49.4,35.1,16.5,99.5,45.0,25.6
274,251–300,Osaka UniversityJapan,46.4–49.4,54.7,51.2,35.7,58.4,33.4
275,251–300,University of OuluFinlandExplore,46.4–49.4,32.5,31.3,75.1,42.0,53.7
276,251–300,Queen’s UniversityCanadaExplore,46.4–49.4,39.3,34.4,65.5,44.7,65.3
277,251–300,"Royal Holloway, University of LondonUnited Kingdom",46.4–49.4,30.4,26.7,80.0,37.3,92.9
278,251–300,Ruhr University BochumGermany,46.4–49.4,38.6,42.9,59.9,56.7,53.8
279,251–300,"St George’s, University of LondonUnited Kingdom",46.4–49.4,21.6,21.3,99.1,36.5,73.2
280,251–300,University of São PauloBrazil,46.4–49.4,55.9,53.5,37.0,39.5,32.7
281,251–300,Sapienza University of RomeItaly,46.4–49.4,38.0,38.3,70.4,44.2,39.6
282,251–300,Simon Fraser UniversityCanadaExplore,46.4–49.4,24.6,33.4,75.4,47.0,91.2
283,251–300,University of Southern DenmarkDenmark,46.4–49.4,19.6,26.1,86.5,68.1,79.1
284,251–300,University of South Florida (Tampa)United States,46.4–49.4,30.6,36.4,76.1,87.2,50.7
285,251–300,Stony Brook UniversityUnited States,46.4–49.4,34.2,22.4,83.8,35.7,70.2
286,251–300,University of StuttgartGermany,46.4–49.4,42.0,47.5,56.1,62.6,53.1
287,251–300,University of SurreyUnited Kingdom,46.4–49.4,32.0,32.6,72.2,47.7,93.2
288,251–300,Swansea UniversityUnited Kingdom,46.4–49.4,22.1,24.8,91.1,36.2,82.0
289,251–300,Swedish University of Agricultural SciencesSweden,46.4–49.4,32.5,29.1,78.3,95.7,47.2
290,251–300,Syracuse UniversityUnited States,46.4–49.4,32.0,28.3,79.2,40.6,48.3
291,251–300,Technical University of DarmstadtGermany,46.4–49.4,41.3,43.6,58.0,87.9,56.4
292,251–300,University of Texas at DallasUnited States,46.4–49.4,23.7,28.6,87.5,41.6,59.5
293,251–300,Tohoku UniversityJapan,46.4–49.4,53.0,47.7,46.1,71.9,37.0
294,251–300,Tokyo Institute of TechnologyJapan,46.4–49.4,54.3,52.7,39.9,68.1,39.4
295,251–300,University of TrentoItaly,46.4–49.4,25.4,30.5,85.2,41.3,58.2
296,251–300,TU WienAustria,46.4–49.4,40.2,36.6,52.7,66.7,82.9
297,251–300,Virginia Polytechnic Institute and State UniversityUnited StatesExplore,46.4–49.4,34.8,39.8,70.2,48.2,52.4
298,251–300,Vrije Universiteit BrusselBelgium,46.4–49.4,35.4,36.1,66.4,57.9,74.1
299,251–300,Wake Forest UniversityUnited States,46.4–49.4,41.3,18.4,87.8,44.1,29.3
300,301–350,Aix-Marseille UniversityFrance,44.0–46.3,40.6,22.4,68.4,37.4,58.7
301,301–350,University of Alaska FairbanksUnited States,44.0–46.3,27.9,24.9,76.9,44.9,53.4
302,301–350,Alfaisal UniversitySaudi ArabiaExplore,44.0–46.3,19.3,23.0,78.1,53.6,98.7
303,301–350,American UniversityUnited States,44.0–46.3,43.1,21.7,76.6,39.4,33.5
