,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
303,301–350,Beijing Normal UniversityChina,44.5–46.8,46.5,39.6,48.6,57.1,42.9
304,301–350,Boston CollegeUnited States,44.5–46.8,36.7,33.7,69.2,34.4,42.3
305,301–350,University of CanterburyNew ZealandExplore,44.5–46.8,24.3,27.2,72.7,38.5,93.1
306,301–350,Colorado School of MinesUnited States,44.5–46.8,30.1,25.1,79.6,46.6,42.1
307,301–350,Cyprus University of TechnologyCyprus,44.5–46.8,17.2,16.3,98.0,35.3,72.0
308,301–350,Deakin UniversityAustralia,44.5–46.8,23.8,29.6,73.5,40.6,85.2
309,301–350,University of FribourgSwitzerland,44.5–46.8,31.8,32.4,64.7,54.1,87.3
310,301–350,Goethe University FrankfurtGermany,44.5–46.8,31.7,29.5,75.6,43.2,59.9
311,301–350,Grenoble Alpes UniversityFrance,44.5–46.8,34.0,30.4,69.7,36.0,59.9
312,301–350,Huazhong University of Science and TechnologyChinaExplore,44.5–46.8,41.0,39.1,59.8,90.4,25.8
313,301–350,Indian Institute of ScienceIndia,44.5–46.8,58.6,55.3,32.4,57.1,20.2
314,301–350,Indian Institute of Technology RoparIndia,44.5–46.8,28.1,12.8,100.0,36.2,18.0
315,301–350,Jacobs UniversityGermanyExplore,44.5–46.8,40.6,33.2,50.7,55.1,88.7
316,301–350,Johannes Gutenberg University of MainzGermany,44.5–46.8,35.2,22.6,77.4,68.9,56.7
317,301–350,University of KlagenfurtAustria,44.5–46.8,25.3,16.5,86.5,37.2,87.3
318,301–350,Kyung Hee UniversitySouth KoreaExplore,44.5–46.8,33.8,40.5,56.4,84.9,62.6
319,301–350,University of LiègeBelgium,44.5–46.8,27.6,38.2,60.5,95.9,70.6
320,301–350,University of MacauMacaoExplore,44.5–46.8,32.3,32.6,61.9,41.0,98.5
321,301–350,University of MalayaMalaysia,44.5–46.8,41.6,30.5,56.6,48.1,81.6
322,301–350,University of MarburgGermany,44.5–46.8,33.8,29.1,73.4,39.1,53.6
323,301–350,Maynooth UniversityIreland,44.5–46.8,20.3,29.8,80.3,37.3,78.2
324,301–350,University of MilanItaly,44.5–46.8,35.9,28.9,72.2,37.7,42.6
325,301–350,Montpellier UniversityFrance,44.5–46.8,36.3,27.1,67.1,37.3,61.6
326,301–350,Nagoya UniversityJapan,44.5–46.8,47.8,47.8,43.4,76.8,32.8
327,301–350,University of NewcastleAustralia,44.5–46.8,24.5,28.3,76.6,49.9,83.1
328,301–350,University of New Mexico (Main campus)United States,44.5–46.8,29.2,31.8,83.6,37.4,33.2
329,301–350,North Carolina State UniversityUnited States,44.5–46.8,36.7,35.3,64.7,43.2,57.8
330,301–350,Nova Southeastern UniversityUnited States,44.5–46.8,33.8,10.3,99.5,34.4,29.5
331,301–350,Osaka UniversityJapan,44.5–46.8,51.5,49.0,34.6,63.0,36.0
332,301–350,Politecnico di MilanoItalyExplore,44.5–46.8,33.1,35.2,59.6,72.5,59.0
333,301–350,Reykjavík UniversityIceland,44.5–46.8,14.4,18.2,100.0,36.5,64.1
334,301–350,Rush UniversityUnited States,44.5–46.8,37.2,12.9,92.1,41.3,19.7
335,301–350,Southern University of Science and Technology (SUSTech)ChinaExplore,44.5–46.8,23.9,23.5,85.3,70.5,59.7
336,301–350,Stony Brook UniversityUnited States,44.5–46.8,34.4,23.5,77.0,36.1,71.5
337,301–350,Università della Svizzera italianaSwitzerland,44.5–46.8,24.6,21.9,74.6,44.0,99.6
338,301–350,Swedish University of Agricultural SciencesSweden,44.5–46.8,31.1,29.5,73.5,94.8,47.6
339,301–350,University of TartuEstonia,44.5–46.8,26.8,27.1,82.4,37.5,55.4
340,301–350,University of TasmaniaAustralia,44.5–46.8,26.0,33.7,63.0,50.1,88.2
341,301–350,Temple UniversityUnited States,44.5–46.8,39.3,23.5,79.3,34.4,37.7
342,301–350,The University of Tennessee-KnoxvilleUnited States,44.5–46.8,32.9,23.4,80.3,43.9,45.7
343,301–350,University of Texas at DallasUnited States,44.5–46.8,23.7,29.3,82.1,39.9,60.2
344,301–350,University of TrentoItaly,44.5–46.8,27.7,31.7,77.8,41.5,57.7
345,301–350,Tulane UniversityUnited States,44.5–46.8,42.3,24.1,72.7,37.0,41.9
346,301–350,Umeå UniversitySweden,44.5–46.8,23.5,28.5,79.1,36.2,63.4
347,301–350,United Arab Emirates UniversityUnited Arab EmiratesExplore,44.5–46.8,23.7,19.1,84.7,43.3,91.6
348,301–350,University College CorkIreland,44.5–46.8,24.9,23.1,77.5,44.5,81.3
349,301–350,Victoria UniversityAustralia,44.5–46.8,24.0,26.0,75.3,42.8,77.9
350,351–400,University of Alaska FairbanksUnited States,42.4–44.4,27.5,25.0,72.5,43.8,53.9
351,351–400,American University of BeirutLebanon,42.4–44.4,28.7,14.9,77.1,36.7,78.2
352,351–400,Australian Catholic UniversityAustralia,42.4–44.4,20.6,27.5,73.4,39.4,74.3
353,351–400,Babol Noshirvani University of TechnologyIran,42.4–44.4,15.3,21.2,99.8,42.2,17.1
354,351–400,University of BayreuthGermany,42.4–44.4,34.7,34.5,55.8,59.9,55.4
355,351–400,"Birkbeck, University of LondonUnited Kingdom",42.4–44.4,27.6,31.5,62.8,34.5,87.4
356,351–400,University of BremenGermany,42.4–44.4,36.9,36.1,56.0,49.0,55.7
357,351–400,Brunel University LondonUnited Kingdom,42.4–44.4,26.9,26.9,63.2,36.8,95.3
358,351–400,"University of California, MercedUnited States",42.4–44.4,17.1,21.6,95.3,38.0,42.4
359,351–400,Catholic University of PortugalPortugal,42.4–44.4,18.3,15.0,94.6,35.9,47.4
360,351–400,Clark UniversityUnited States,42.4–44.4,24.0,22.7,79.3,34.4,57.5
361,351–400,University of ConnecticutUnited States,42.4–44.4,36.5,29.7,60.6,37.9,49.0
362,351–400,University of CreteGreece,42.4–44.4,17.7,20.1,91.4,38.7,48.0
363,351–400,University of DenverUnited States,42.4–44.4,40.5,22.3,75.4,35.8,27.8
364,351–400,University of FlorenceItaly,42.4–44.4,37.9,25.1,65.8,42.3,46.2
365,351–400,"Goldsmiths, University of LondonUnited Kingdom",42.4–44.4,33.8,28.6,60.4,35.1,79.4
366,351–400,Hanyang UniversitySouth KoreaExplore,42.4–44.4,39.1,40.0,40.1,92.3,62.3
367,351–400,Hasselt UniversityBelgium,42.4–44.4,28.3,38.1,56.6,49.7,68.1
368,351–400,Hofstra UniversityUnited States,42.4–44.4,38.4,13.2,79.3,34.4,29.8
369,351–400,University of IcelandIceland,42.4–44.4,19.5,30.0,75.0,62.7,63.6
370,351–400,IMT AtlantiqueFrance,42.4–44.4,34.4,28.5,53.1,91.6,75.2
371,351–400,Indian Institute of Technology IndoreIndia,42.4–44.4,32.5,23.7,77.1,39.9,19.7
372,351–400,Iowa State UniversityUnited States,42.4–44.4,29.5,33.0,60.5,49.6,56.7
373,351–400,Jordan University of Science and TechnologyJordan,42.4–44.4,15.8,9.0,100.0,40.2,62.3
374,351–400,Justus Liebig University GiessenGermany,42.4–44.4,37.7,34.1,53.8,41.6,53.9
375,351–400,University of KentUnited Kingdom,42.4–44.4,24.1,28.4,67.9,35.0,91.5
376,351–400,Khalifa UniversityUnited Arab EmiratesExplore,42.4–44.4,27.7,32.9,54.0,100.0,95.4
377,351–400,Loughborough UniversityUnited Kingdom,42.4–44.4,33.8,34.3,52.9,39.0,80.1
378,351–400,University of ManitobaCanada,42.4–44.4,28.0,30.8,69.9,36.5,53.4
379,351–400,Nankai UniversityChinaExplore,42.4–44.4,35.7,21.8,75.8,41.5,35.4
380,351–400,University of Naples Federico IIItaly,42.4–44.4,35.4,23.4,71.9,38.2,31.2
381,351–400,National Tsing Hua UniversityTaiwan,42.4–44.4,35.4,46.2,50.1,64.8,36.2
382,351–400,Northumbria UniversityUnited Kingdom,42.4–44.4,19.4,18.1,85.6,35.1,72.4
383,351–400,"University of Occupational and Environmental Health, JapanJapanExplore",42.4–44.4,26.9,9.6,99.8,40.2,18.1
384,351–400,Örebro UniversitySweden,42.4–44.4,17.6,21.1,88.7,36.0,52.2
385,351–400,Oregon State UniversityUnited States,42.4–44.4,30.9,30.1,67.2,37.7,52.9
386,351–400,University of PerugiaItaly,42.4–44.4,18.6,22.8,87.5,45.2,44.6
387,351–400,University of PisaItaly,42.4–44.4,31.2,26.5,74.3,40.5,40.9
388,351–400,RMIT UniversityAustralia,42.4–44.4,25.7,26.1,64.5,42.5,91.8
389,351–400,University of SalernoItaly,42.4–44.4,20.2,19.5,94.0,37.3,33.9
390,351–400,University of StirlingUnited KingdomExplore,42.4–44.4,23.6,25.3,75.5,35.2,82.1
391,351–400,SUNY University at AlbanyUnited States,42.4–44.4,24.0,35.4,72.8,40.1,49.6
392,351–400,Swinburne University of TechnologyAustralia,42.4–44.4,24.5,28.9,66.5,41.0,79.3
393,351–400,Taipei Medical UniversityTaiwanExplore,42.4–44.4,28.7,31.8,67.9,94.9,38.0
394,351–400,TU Dortmund UniversityGermany,42.4–44.4,37.6,41.4,54.2,45.8,42.2
395,351–400,University of TurkuFinland,42.4–44.4,27.1,30.8,73.5,37.3,52.6
396,351–400,TU WienAustria,42.4–44.4,38.4,36.8,45.5,63.7,84.0
397,351–400,Université de Versailles Saint-Quentin-en-YvelinesFrance,42.4–44.4,17.3,21.1,89.9,35.4,64.2
398,351–400,Washington State UniversityUnited States,42.4–44.4,30.7,28.6,71.8,48.4,49.3
399,351–400,Wayne State UniversityUnited States,42.4–44.4,33.3,18.1,83.3,45.4,37.6
400,351–400,Wuhan UniversityChinaExplore,42.4–44.4,44.0,34.0,52.5,84.7,40.4
401,401–500,Aberystwyth UniversityUnited Kingdom,38.8–42.3,24.8,22.9,66.3,39.7,78.1
402,401–500,The University of AlabamaUnited States,38.8–42.3,26.9,22.4,77.4,35.3,28.9
403,401–500,American UniversityUnited States,38.8–42.3,40.9,19.5,65.7,39.1,32.3
404,401–500,Aswan UniversityEgypt,38.8–42.3,11.9,8.7,100.0,34.4,44.6
405,401–500,Bangor UniversityUnited Kingdom,38.8–42.3,22.4,20.7,66.3,35.7,81.8
406,401–500,University of Bari Aldo MoroItaly,38.8–42.3,16.7,17.1,87.3,36.2,32.2
407,401–500,Bond UniversityAustralia,38.8–42.3,21.1,19.6,64.6,35.9,89.2
408,401–500,University of BordeauxFranceExplore,38.8–42.3,30.0,22.7,66.8,36.4,58.4
409,401–500,Bournemouth UniversityUnited Kingdom,38.8–42.3,33.2,18.7,55.5,34.8,79.8
410,401–500,Universiti Brunei DarussalamBrunei DarussalamExplore,38.8–42.3,23.0,19.3,74.4,34.8,85.8
411,401–500,Cankaya UniversityTurkey,38.8–42.3,14.9,11.4,99.7,34.9,43.2
412,401–500,Centrale NantesFrance,38.8–42.3,30.4,29.6,48.6,83.2,84.1
413,401–500,Central South UniversityChinaExplore,38.8–42.3,32.0,33.9,56.0,84.1,26.0
414,401–500,Charles University in PragueCzech Republic,38.8–42.3,32.9,25.9,53.0,34.8,58.7
415,401–500,"City, University of LondonUnited Kingdom",38.8–42.3,26.1,27.8,57.7,35.5,94.9
416,401–500,"Colorado State University, Fort CollinsUnited States",38.8–42.3,27.8,25.3,64.1,38.4,38.4
417,401–500,University of Côte d’AzurFrance,38.8–42.3,30.0,18.3,68.5,40.4,83.2
418,401–500,Covenant UniversityNigeriaExplore,38.8–42.3,27.2,14.7,78.4,43.8,26.2
419,401–500,University of CyprusCyprusExplore,38.8–42.3,24.0,24.6,62.3,47.7,81.0
420,401–500,University of DesarrolloChileExplore,38.8–42.3,13.5,8.8,99.1,36.8,48.1
421,401–500,Diego Portales UniversityChile,38.8–42.3,14.7,10.5,95.3,34.4,50.4
422,401–500,Drexel UniversityUnited States,38.8–42.3,35.8,20.4,64.7,41.5,50.3
423,401–500,University of Eastern FinlandFinland,38.8–42.3,24.7,27.9,70.7,39.2,50.2
424,401–500,École des Mines de Saint-ÉtienneFrance,38.8–42.3,35.5,11.7,64.3,47.8,68.5
425,401–500,Edith Cowan UniversityAustraliaExplore,38.8–42.3,18.7,21.9,67.8,39.1,82.9
426,401–500,Federal University of Toulouse Midi-PyrénéesFrance,38.8–42.3,28.5,25.9,60.6,37.0,63.0
427,401–500,University of FerraraItaly,38.8–42.3,21.0,20.2,75.0,40.3,45.5
428,401–500,Free University of Bozen-BolzanoItaly,38.8–42.3,20.6,13.1,77.9,35.4,76.4
429,401–500,Fujita Health UniversityJapanExplore,38.8–42.3,24.5,9.7,91.1,36.8,18.6
430,401–500,University of GenoaItaly,38.8–42.3,32.1,23.1,63.8,42.9,43.9
431,401–500,University of GeorgiaUnited States,38.8–42.3,34.9,35.8,55.8,37.2,46.0
432,401–500,Georgia State UniversityUnited States,38.8–42.3,33.9,27.2,62.9,35.4,41.9
433,401–500,Gwangju Institute of Science and Technology (GIST)South Korea,38.8–42.3,40.0,39.3,39.3,57.0,33.9
434,401–500,Harbin Institute of TechnologyChina,38.8–42.3,39.5,36.8,44.0,99.3,36.7
435,401–500,Hokkaido UniversityJapan,38.8–42.3,45.7,40.1,30.0,58.7,39.2
436,401–500,Hong Kong Baptist UniversityHong KongExplore,38.8–42.3,27.9,22.0,58.1,38.4,97.6
437,401–500,University of HoustonUnited States,38.8–42.3,33.6,25.9,58.0,36.8,42.5
438,401–500,Hunan UniversityChina,38.8–42.3,23.6,24.1,74.9,52.6,22.4
439,401–500,Indian Institute of Technology BombayIndia,38.8–42.3,44.7,39.6,34.9,80.3,21.0
440,401–500,Indian Institute of Technology DelhiIndia,38.8–42.3,48.5,27.9,49.0,73.9,17.6
441,401–500,Indian Institute of Technology KharagpurIndia,38.8–42.3,41.3,38.9,39.0,91.9,18.8
442,401–500,University of InnsbruckAustria,38.8–42.3,27.6,21.8,62.0,43.1,97.4
443,401–500,ITMO UniversityRussian Federation,38.8–42.3,30.6,28.0,49.8,84.6,62.1
444,401–500,University of KansasUnited States,38.8–42.3,36.9,22.6,68.3,43.5,35.4
445,401–500,University of KentuckyUnited States,38.8–42.3,37.0,24.9,55.5,38.4,38.0
446,401–500,University of KwaZulu-NatalSouth AfricaExplore,38.8–42.3,25.4,28.7,70.1,36.8,55.0
447,401–500,Kyushu UniversityJapan,38.8–42.3,44.2,39.2,34.3,75.3,38.8
448,401–500,Leibniz University HannoverGermany,38.8–42.3,36.8,29.9,46.1,52.3,48.6
449,401–500,Linköping UniversitySweden,38.8–42.3,22.7,23.6,75.4,48.1,59.3
450,401–500,Liverpool John Moores UniversityUnited Kingdom,38.8–42.3,17.7,17.5,78.2,34.9,71.8
451,401–500,Mansoura UniversityEgypt,38.8–42.3,19.1,9.2,88.1,39.6,44.3
452,401–500,Middlesex UniversityUnited Kingdom,38.8–42.3,19.4,17.3,74.2,34.6,88.3
453,401–500,University of Milan-BicoccaItaly,38.8–42.3,23.7,20.2,80.7,39.1,44.3
454,401–500,University of Missouri-St LouisUnited States,38.8–42.3,30.0,24.7,70.3,40.4,40.6
455,401–500,Mizzou - University of MissouriUnited States,38.8–42.3,34.9,24.2,65.7,35.5,39.9
456,401–500,University of Modena and Reggio EmiliaItaly,38.8–42.3,32.1,19.7,69.3,43.5,39.2
457,401–500,Murdoch UniversityAustraliaExplore,38.8–42.3,18.5,24.9,61.9,51.0,90.8
458,401–500,National Research Nuclear University MEPhIRussian Federation,38.8–42.3,37.5,36.1,33.6,100.0,63.7
459,401–500,University of Nebraska-LincolnUnited States,38.8–42.3,30.1,28.0,63.2,38.6,56.7
460,401–500,New Mexico Institute of Mining and TechnologyUnited States,38.8–42.3,22.3,14.6,70.6,78.1,62.9
461,401–500,Norwegian University of Science and TechnologyNorway,38.8–42.3,26.2,28.3,64.3,38.5,62.2
462,401–500,Oklahoma State UniversityUnited States,38.8–42.3,24.1,21.5,71.1,36.9,44.3
463,401–500,University of PaviaItaly,38.8–42.3,24.6,25.7,65.5,55.5,47.0
464,401–500,University of PeradeniyaSri Lanka,38.8–42.3,16.5,7.6,100.0,35.4,43.3
465,401–500,University of the PhilippinesPhilippines,38.8–42.3,24.1,17.2,86.9,39.4,37.9
466,401–500,Polytechnic University of BariItaly,38.8–42.3,17.3,22.1,84.1,37.1,30.9
467,401–500,Pontifical Javeriana UniversityColombia,38.8–42.3,15.3,8.9,98.6,34.8,44.6
468,401–500,University of PortoPortugal,38.8–42.3,27.4,27.9,62.1,38.7,53.9
469,401–500,University of PortsmouthUnited Kingdom,38.8–42.3,17.8,16.2,71.0,34.9,87.7
470,401–500,Qatar UniversityQatar,38.8–42.3,19.6,27.2,64.7,49.3,99.6
471,401–500,Quaid-i-Azam UniversityPakistan,38.8–42.3,20.5,18.6,81.5,34.4,45.5
472,401–500,Rensselaer Polytechnic InstituteUnited States,38.8–42.3,30.0,28.7,58.9,67.0,52.1
473,401–500,Royal Veterinary CollegeUnited Kingdom,38.8–42.3,27.2,18.3,69.1,43.5,86.6
474,401–500,Sabancı UniversityTurkeyExplore,38.8–42.3,27.8,35.3,55.8,65.4,52.0
475,401–500,University of St GallenSwitzerland,38.8–42.3,30.6,19.6,59.0,43.4,95.7
476,401–500,University of SaskatchewanCanada,38.8–42.3,35.9,26.9,48.1,59.2,72.6
477,401–500,Sciences PoFrance,38.8–42.3,29.8,27.0,56.8,38.2,76.0
478,401–500,Sejong UniversitySouth Korea,38.8–42.3,23.4,20.8,75.4,40.0,42.6
479,401–500,Semmelweis UniversityHungaryExplore,38.8–42.3,26.2,12.3,74.0,36.2,75.0
480,401–500,University of SienaItaly,38.8–42.3,37.9,21.6,67.6,37.5,43.1
481,401–500,SOAS University of LondonUnited KingdomExplore,38.8–42.3,41.9,37.7,31.2,34.4,79.5
482,401–500,University of South Carolina-ColumbiaUnited States,38.8–42.3,33.2,25.5,63.7,36.2,43.2
483,401–500,University of StrasbourgFrance,38.8–42.3,28.7,21.1,62.3,37.7,71.9
484,401–500,University of StrathclydeUnited Kingdom,38.8–42.3,28.3,31.6,51.9,43.6,86.2
485,401–500,Technion Israel Institute of TechnologyIsrael,38.8–42.3,32.4,31.5,56.8,36.5,63.7
486,401–500,Teikyo UniversityJapan,38.8–42.3,14.8,10.8,95.9,36.5,19.2
487,401–500,The University of Texas at San AntonioUnited States,38.8–42.3,18.1,21.1,78.0,36.2,36.4
488,401–500,Tokyo Medical and Dental University (TMDU)Japan,38.8–42.3,45.2,24.2,58.1,63.1,27.1
489,401–500,Tongji UniversityChinaExplore,38.8–42.3,35.5,43.6,34.6,98.2,56.0
490,401–500,University of TriesteItaly,38.8–42.3,30.1,22.7,66.9,37.7,47.8
491,401–500,University of TsukubaJapan,38.8–42.3,43.3,37.2,34.4,44.6,44.3
492,401–500,The University of TulsaUnited States,38.8–42.3,33.5,16.2,68.9,50.5,39.6
493,401–500,University of TurinItaly,38.8–42.3,22.6,27.3,75.3,45.4,44.3
494,401–500,UiT The Arctic University of NorwayNorway,38.8–42.3,21.5,18.0,80.0,36.0,64.5
495,401–500,University of Urbino Carlo BoItaly,38.8–42.3,17.1,14.6,88.4,37.4,49.8
496,401–500,University of ValenciaSpain,38.8–42.3,24.6,20.8,70.8,37.0,47.0
497,401–500,Verona UniversityItaly,38.8–42.3,31.5,20.3,63.7,42.4,41.2
498,401–500,University of VictoriaCanada,38.8–42.3,23.6,15.9,70.1,44.9,87.2
499,401–500,Yasouj UniversityIran,38.8–42.3,15.1,15.5,91.8,35.7,15.6
500,401–500,York UniversityCanadaExplore,38.8–42.3,28.2,37.6,50.7,45.4,75.0
501,501–600,University of Alabama in HuntsvilleUnited States,35.3–38.7,22.2,22.4,58.1,68.4,44.9
502,501–600,Amirkabir University of TechnologyIran,35.3–38.7,34.2,31.8,43.2,76.5,21.9
503,501–600,University of L’AquilaItaly,35.3–38.7,30.8,18.7,65.4,41.4,32.3
504,501–600,Aston UniversityUnited Kingdom,35.3–38.7,21.0,24.2,55.1,37.1,92.4
505,501–600,Universidad Autónoma de ChileChile,35.3–38.7,12.3,8.9,81.6,34.4,50.7
506,501–600,Bar-Ilan UniversityIsrael,35.3–38.7,29.9,36.5,44.2,46.6,52.9
507,501–600,Beihang UniversityChina,35.3–38.7,30.4,34.2,38.1,98.2,28.7
508,501–600,Bilkent UniversityTurkey,35.3–38.7,24.5,24.7,53.1,55.1,62.8
509,501–600,Université Bourgogne Franche-Comté (UBFC)France,35.3–38.7,23.2,13.8,71.1,38.6,52.3
510,501–600,University of BresciaItaly,35.3–38.7,15.4,17.0,71.2,38.1,43.1
511,501–600,University of CampinasBrazil,35.3–38.7,44.6,38.0,34.8,44.8,30.6
512,501–600,Carleton UniversityCanada,35.3–38.7,20.2,27.2,57.1,36.1,69.0
513,501–600,University of CataniaItaly,35.3–38.7,33.1,17.7,67.6,36.9,29.8
514,501–600,Catholic University of the Sacred HeartItaly,35.3–38.7,18.4,20.9,72.6,44.8,45.3
515,501–600,CentraleSupélecFrance,35.3–38.7,29.4,21.1,48.9,60.9,81.8
516,501–600,Charles Darwin UniversityAustralia,35.3–38.7,19.9,24.3,51.4,45.2,81.1
517,501–600,Institute of Chemical TechnologyIndia,35.3–38.7,38.3,24.1,47.1,77.4,14.4
518,501–600,"China Medical University, TaiwanTaiwan",35.3–38.7,25.8,32.4,45.9,87.7,31.4
519,501–600,Chung-Ang UniversitySouth Korea,35.3–38.7,37.9,37.0,25.2,64.6,49.7
520,501–600,Claude Bernard University Lyon 1France,35.3–38.7,26.0,24.0,58.0,38.6,56.7
521,501–600,Complutense University of MadridSpain,35.3–38.7,35.4,28.9,47.2,36.1,44.0
522,501–600,East China Normal UniversityChinaExplore,35.3–38.7,30.5,23.5,50.5,50.6,58.4
523,501–600,Florida International UniversityUnited StatesExplore,35.3–38.7,30.4,22.6,62.3,38.0,39.7
524,501–600,University of GrazAustria,35.3–38.7,22.9,18.3,56.1,35.8,76.0
525,501–600,Graz University of TechnologyAustria,35.3–38.7,30.5,17.5,50.1,71.5,78.2
526,501–600,University of GreifswaldGermany,35.3–38.7,30.0,22.4,60.2,39.1,47.0
527,501–600,University of GuelphCanada,35.3–38.7,26.2,29.4,47.4,48.6,57.7
528,501–600,Hacettepe UniversityTurkey,35.3–38.7,28.4,13.1,70.5,37.5,25.0
529,501–600,University of HaifaIsrael,35.3–38.7,26.7,31.9,52.8,36.3,35.9
530,501–600,Hamburg University of TechnologyGermany,35.3–38.7,36.2,23.9,42.5,79.1,52.7
531,501–600,University of HullUnited Kingdom,35.3–38.7,22.3,23.0,56.1,36.3,76.5
532,501–600,University of IbadanNigeria,35.3–38.7,23.4,12.1,77.6,41.4,37.1
533,501–600,University of IdahoUnited States,35.3–38.7,33.3,21.1,53.4,36.2,45.9
534,501–600,Indian Institute of Technology GandhinagarIndia,35.3–38.7,21.1,11.5,76.0,45.1,28.0
535,501–600,Indian Institute of Technology RoorkeeIndia,35.3–38.7,38.9,28.2,46.6,72.5,16.5
536,501–600,University of InsubriaItaly,35.3–38.7,18.5,19.5,72.1,36.6,40.2
537,501–600,University of JyväskyläFinland,35.3–38.7,26.7,30.8,54.3,35.8,50.7
538,501–600,Kansai Medical UniversityJapan,35.3–38.7,32.3,8.7,70.0,35.6,17.7
539,501–600,University of KashanIran,35.3–38.7,19.6,18.2,75.2,35.6,18.7
540,501–600,Keele UniversityUnited Kingdom,35.3–38.7,20.3,22.4,64.1,35.5,73.8
541,501–600,King Fahd University of Petroleum and MineralsSaudi Arabia,35.3–38.7,27.2,15.9,51.7,64.4,78.7
542,501–600,King Saud UniversitySaudi Arabia,35.3–38.7,24.6,25.8,49.6,83.4,80.3
543,501–600,King Saud bin Abdulaziz University for Health SciencesSaudi Arabia,35.3–38.7,29.9,7.7,67.1,35.8,68.5
544,501–600,Koç UniversityTurkey,35.3–38.7,26.9,34.4,49.2,60.2,49.7
545,501–600,Lappeenranta-Lahti University of Technology LUTFinlandExplore,35.3–38.7,28.3,30.1,43.1,53.8,61.5
546,501–600,University of LimerickIrelandExplore,35.3–38.7,20.1,23.5,54.6,39.2,83.7
547,501–600,Lincoln UniversityNew Zealand,35.3–38.7,24.4,19.9,47.9,51.5,94.2
548,501–600,University of LisbonPortugal,35.3–38.7,25.2,29.8,52.7,39.2,53.8
549,501–600,Louisiana State UniversityUnited States,35.3–38.7,34.5,26.3,55.3,35.4,35.5
550,501–600,Marche Polytechnic UniversityItaly,35.3–38.7,22.1,18.9,65.8,40.8,31.2
551,501–600,Mashhad University of Medical SciencesIran,35.3–38.7,28.1,12.3,73.0,34.5,19.9
552,501–600,Massey UniversityNew Zealand,35.3–38.7,22.9,18.9,49.1,41.5,92.8
553,501–600,Memorial University of NewfoundlandCanadaExplore,35.3–38.7,20.5,19.9,57.7,61.0,74.1
554,501–600,Missouri University of Science and TechnologyUnited States,35.3–38.7,24.2,24.6,59.2,52.9,66.0
555,501–600,National and Kapodistrian University of AthensGreece,35.3–38.7,21.8,15.0,72.9,55.4,52.0
556,501–600,National Chiao Tung UniversityTaiwan,35.3–38.7,35.8,43.3,25.6,87.0,35.9
557,501–600,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,35.3–38.7,29.7,41.8,39.5,62.2,40.0
558,501–600,National Yang-Ming UniversityTaiwan,35.3–38.7,38.7,18.8,60.0,38.1,21.5
559,501–600,University of Nebraska Medical CenterUnited States,35.3–38.7,35.8,12.1,57.5,38.1,43.5
560,501–600,University of NeuchâtelSwitzerland,35.3–38.7,23.7,29.3,48.3,37.2,90.4
561,501–600,New Jersey Institute of TechnologyUnited States,35.3–38.7,21.3,19.2,58.2,36.7,76.8
562,501–600,Northern Arizona UniversityUnited States,35.3–38.7,20.2,14.7,82.3,35.1,31.5
563,501–600,North-West UniversitySouth Africa,35.3–38.7,20.1,17.1,69.9,41.1,43.3
564,501–600,Norwegian University of Life SciencesNorway,35.3–38.7,26.5,10.5,66.2,39.9,78.4
565,501–600,Novosibirsk State UniversityRussian Federation,35.3–38.7,42.8,31.9,30.3,35.7,43.8
566,501–600,The Open UniversityUnited Kingdom,35.3–38.7,18.2,16.1,66.5,34.8,57.0
567,501–600,Open University of CataloniaSpain,35.3–38.7,16.5,14.2,74.2,35.8,40.2
568,501–600,Universidad Peruana Cayetano HerediaPeru,35.3–38.7,17.0,11.3,83.1,34.7,46.4
569,501–600,Peter the Great St Petersburg Polytechnic UniversityRussian Federation,35.3–38.7,26.2,15.9,61.8,71.2,52.6
570,501–600,University of PlymouthUnited Kingdom,35.3–38.7,20.3,19.3,67.5,35.0,70.3
571,501–600,Polytechnic University of TurinItaly,35.3–38.7,26.2,25.4,55.3,50.8,46.5
572,501–600,Pontificia Universidad Católica de ChileChile,35.3–38.7,24.2,28.3,48.6,64.5,57.1
573,501–600,Renmin University of ChinaChina,35.3–38.7,42.5,21.2,47.4,43.9,42.5
574,501–600,University of Rhode IslandUnited States,35.3–38.7,23.9,17.7,66.0,34.4,35.4
575,501–600,University of Rome II – Tor VergataItaly,35.3–38.7,23.2,17.8,67.1,37.2,51.3
576,501–600,University of Rome IIIItaly,35.3–38.7,23.4,22.7,61.2,40.4,41.4
577,501–600,Rovira i Virgili UniversitySpain,35.3–38.7,23.7,21.0,67.6,36.6,51.1
578,501–600,San Diego State UniversityUnited States,35.3–38.7,23.7,24.4,62.0,35.1,33.9
579,501–600,Sharif University of TechnologyIran,35.3–38.7,28.9,36.7,41.0,99.8,23.7
580,501–600,Shenzhen UniversityChinaExplore,35.3–38.7,22.3,22.8,70.4,51.4,34.9
581,501–600,University of SiegenGermany,35.3–38.7,21.3,25.3,57.1,40.2,54.4
582,501–600,"Soochow University, ChinaChinaExplore",35.3–38.7,23.4,20.8,68.2,37.5,28.3
583,501–600,South China University of TechnologyChina,35.3–38.7,24.0,29.1,61.2,85.4,30.8
584,501–600,Southeast UniversityChina,35.3–38.7,29.6,33.4,42.7,97.3,26.9
