,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
382,351–400,University of Naples Federico IIItaly,53319,20.2,2%,55 : 45
383,351–400,University of New Mexico (Main campus)United States,18046,16.9,5%,56 : 44
384,351–400,North Carolina State UniversityUnited States,31540,16.6,14%,48 : 52
385,351–400,University of Rome II – Tor VergataItaly,24038,30.3,20%,56 : 44
386,351–400,"Royal Holloway, University of LondonUnited Kingdom",10640,15.1,35%,57 : 43
387,351–400,Royal Veterinary CollegeUnited Kingdom,2248,10.4,30%,80 : 20
388,351–400,Rush UniversityUnited States,2757,2.1,1%,76 : 24
389,351–400,Shoolini University of Biotechnology and Management SciencesIndia,2973,14.3,2%,45 : 55
390,351–400,University of StirlingUnited KingdomExplore,9855,16.0,27%,64 : 36
391,351–400,Swedish University of Agricultural SciencesSweden,4216,4.6,7%,70 : 30
392,351–400,University of Texas at DallasUnited States,25464,21.6,20%,43 : 57
393,351–400,Tulane UniversityUnited States,11220,7.5,11%,58 : 42
394,351–400,University of TurkuFinland,13012,15.3,5%,64 : 36
395,351–400,University of VaasaFinlandExplore,3873,20.0,4%,53 : 47
396,351–400,Verona UniversityItaly,18621,23.8,4%,64 : 36
397,351–400,Wake Forest UniversityUnited States,8122,4.0,10%,54 : 46
398,351–400,Washington State UniversityUnited States,29463,19.5,7%,54 : 46
399,351–400,Wroclaw Medical UniversityPoland,6769,9.4,14%,71 : 29
400,401–500,Alagappa UniversityIndia,4831,15.7,0%,63 : 37
401,401–500,University of Alaska FairbanksUnited States,2910,7.2,6%,53 : 47
402,401–500,Arak University of Medical SciencesIran,3500,7.4,1%,56 : 44
403,401–500,Aston UniversityUnited Kingdom,12014,17.8,25%,48 : 52
404,401–500,Aswan UniversityEgypt,31877,46.7,2%,55 : 45
405,401–500,Babol University of Medical SciencesIran,4102,11.8,0%,58 : 42
406,401–500,Babol Noshirvani University of TechnologyIran,6180,28.7,0%,33 : 67
407,401–500,Bangor UniversityUnited Kingdom,8790,15.8,26%,61 : 39
408,401–500,University of BayreuthGermany,9734,26.6,12%,47 : 53
409,401–500,Brunel University LondonUnited Kingdom,13041,17.0,39%,47 : 53
410,401–500,University of CampinasBrazil,31199,17.8,3%,46 : 54
411,401–500,Cankaya UniversityTurkey,7113,25.4,1%,46 : 54
412,401–500,University of CataniaItaly,26902,21.2,3%,58 : 42
413,401–500,Claude Bernard University Lyon 1France,28253,13.0,14%,54 : 46
414,401–500,Colorado School of MinesUnited States,6350,17.6,9%,31 : 69
415,401–500,"Colorado State University, Fort CollinsUnited States",29351,17.7,6%,55 : 45
416,401–500,Complutense University of MadridSpain,61128,20.3,12%,62 : 38
417,401–500,University of ConnecticutUnited States,27752,13.6,12%,52 : 48
418,401–500,University of CreteGreece,13808,27.6,4%,63 : 37
419,401–500,University of CyprusCyprusExplore,6875,20.1,13%,60 : 40
420,401–500,University of DenverUnited States,10001,13.0,6%,60 : 40
421,401–500,Dublin City UniversityIreland,13956,25.4,17%,59 : 41
422,401–500,Duy Tan UniversityVietnam,21670,21.9,0%,62 : 38
423,401–500,Edinburgh Napier UniversityUnited Kingdom,11536,20.4,35%,53 : 47
424,401–500,University of Electronic Science and Technology of ChinaChinaExplore,35232,15.4,3%,30 : 70
425,401–500,Ferhat Abbas Sétif University 1Algeria,34637,22.7,1%,63 : 37
426,401–500,University of FerraraItaly,20507,32.6,5%,61 : 39
427,401–500,University of FlorenceItaly,39407,23.0,9%,56 : 44
428,401–500,Free University of Bozen-BolzanoItaly,4236,12.6,15%,68 : 32
429,401–500,University of GenoaItaly,20447,23.7,8%,57 : 43
430,401–500,Georgia State UniversityUnited States,34734,17.3,5%,58 : 42
431,401–500,Université Grenoble AlpesFrance,50868,18.2,17%,52 : 48
432,401–500,Hanyang UniversitySouth KoreaExplore,20079,14.6,20%,
433,401–500,HSE UniversityRussian Federation,32102,17.5,11%,
434,401–500,Hunan UniversityChina,41580,18.6,2%,47 : 53
435,401–500,University of IbadanNigeria,26156,17.6,0%,49 : 51
436,401–500,Illinois Institute of TechnologyUnited States,6386,11.5,41%,37 : 63
437,401–500,University of InnsbruckAustria,13918,22.0,46%,53 : 47
438,401–500,Institut AgroFrance,2148,11.5,16%,65 : 35
439,401–500,University of International Business and EconomicsChinaExplore,16061,15.7,15%,69 : 31
440,401–500,Iowa State UniversityUnited States,28767,16.7,10%,44 : 56
441,401–500,Jazan UniversitySaudi Arabia,26568,13.0,3%,64 : 36
442,401–500,Justus Liebig University GiessenGermany,28278,44.6,11%,63 : 37
443,401–500,University of JyväskyläFinland,10444,14.4,3%,62 : 38
444,401–500,University of KansasUnited States,24435,9.9,8%,53 : 47
445,401–500,University of KlagenfurtAustria,3562,10.0,28%,68 : 32
446,401–500,Koç UniversityTurkey,5882,19.7,8%,48 : 52
447,401–500,University of KwaZulu-NatalSouth AfricaExplore,35795,30.1,2%,60 : 40
448,401–500,University of LagosNigeria,36237,21.5,0%,48 : 52
449,401–500,Leibniz University HannoverGermany,21677,43.7,18%,42 : 58
450,401–500,Lincoln UniversityNew Zealand,2492,13.3,44%,51 : 49
451,401–500,University of LincolnUnited Kingdom,14479,15.8,13%,55 : 45
452,401–500,Liverpool John Moores UniversityUnited Kingdom,21727,17.4,16%,54 : 46
453,401–500,Mahatma Gandhi UniversityIndia,1855,14.6,2%,61 : 39
454,401–500,University of MarburgGermany,23383,31.2,12%,56 : 44
455,401–500,Maynooth UniversityIreland,11454,28.5,15%,55 : 45
456,401–500,Middlesex UniversityUnited Kingdom,15906,18.8,50%,58 : 42
457,401–500,University of Modena and Reggio EmiliaItaly,21409,26.9,5%,53 : 47
458,401–500,Muhimbili University of Health and Allied SciencesTanzania,3626,11.3,3%,41 : 59
459,401–500,Murdoch UniversityAustraliaExplore,16641,36.5,40%,61 : 39
460,401–500,National and Kapodistrian University of AthensGreece,66649,31.0,11%,59 : 41
461,401–500,National Research Nuclear University MEPhIRussian Federation,5016,9.2,31%,40 : 60
462,401–500,University of Nebraska-LincolnUnited States,24909,16.8,10%,49 : 51
463,401–500,University of Nebraska Medical CenterUnited States,3181,2.0,9%,69 : 31
464,401–500,Norwegian University of Science and TechnologyNorway,37707,15.8,9%,48 : 52
465,401–500,Nova Southeastern UniversityUnited States,17952,16.3,4%,70 : 30
466,401–500,Örebro UniversitySweden,10005,15.2,5%,61 : 39
467,401–500,University of PassauGermany,9703,69.2,12%,61 : 39
468,401–500,University of PisaItaly,33791,21.9,6%,51 : 49
469,401–500,University of PlymouthUnited Kingdom,15606,17.8,16%,58 : 42
470,401–500,Pontificia Universidad Católica de ChileChile,31578,16.0,4%,
471,401–500,University of PortoPortugal,33484,16.2,16%,55 : 45
472,401–500,University of PortsmouthUnited Kingdom,22489,16.4,29%,47 : 53
473,401–500,Qazvin University of Medical SciencesIran,2598,9.2,1%,57 : 43
474,401–500,Qom University of Medical SciencesIran,2272,9.1,4%,57 : 43
475,401–500,Quaid-i-Azam UniversityPakistan,9250,16.5,1%,51 : 49
476,401–500,Sabancı UniversityTurkeyExplore,3819,20.0,10%,38 : 62
477,401–500,Sharif University of TechnologyIran,9219,22.5,2%,25 : 75
478,401–500,Shenzhen UniversityChinaExplore,38240,14.1,1%,46 : 54
479,401–500,University of SienaItaly,12948,18.7,9%,63 : 37
480,401–500,South China University of TechnologyChina,40082,12.7,5%,39 : 61
481,401–500,Southeast UniversityChina,37484,12.3,4%,36 : 64
482,401–500,Southern Medical UniversityChina,20432,10.7,6%,
483,401–500,SRUC (Scotland’s Rural College)United Kingdom,1325,5.3,8%,60 : 40
484,401–500,University of StrathclydeUnited Kingdom,19842,17.0,29%,50 : 50
485,401–500,Sumy State UniversityUkraine,8703,11.4,21%,44 : 56
486,401–500,Syracuse UniversityUnited States,20620,14.9,23%,52 : 48
487,401–500,Universiti Teknologi PetronasMalaysia,5021,13.6,16%,38 : 62
488,401–500,Tianjin UniversityChinaExplore,27353,8.7,12%,
489,401–500,Ton Duc Thang UniversityVietnamExplore,27878,25.3,1%,56 : 44
490,401–500,University of TrentoItaly,14219,19.2,8%,52 : 48
491,401–500,The University of TulsaUnited States,4407,12.0,10%,48 : 52
492,401–500,University of TurinItaly,58463,28.4,6%,61 : 39
493,401–500,TU WienAustria,10327,17.7,31%,31 : 69
494,401–500,Umeå UniversitySweden,18218,12.6,11%,61 : 39
495,401–500,Urmia University of Medical SciencesIran,4644,12.0,2%,51 : 49
496,401–500,Universiti Utara MalaysiaMalaysia,12457,11.6,30%,79 : 21
497,401–500,Victoria University of WellingtonNew ZealandExplore,17883,18.8,20%,58 : 42
498,401–500,University of WaikatoNew Zealand,10472,17.6,31%,59 : 41
499,401–500,University of the West of EnglandUnited Kingdom,24587,15.9,23%,53 : 47
500,401–500,William & MaryUnited States,8089,10.9,8%,56 : 44
501,401–500,Xiamen UniversityChina,42760,15.4,2%,
502,401–500,York UniversityCanadaExplore,44036,29.1,28%,55 : 45
503,501–600,Aberystwyth UniversityUnited Kingdom,6182,16.2,24%,52 : 48
504,501–600,An-Najah National UniversityPalestine,23922,23.9,10%,65 : 35
505,501–600,University of L’AquilaItaly,18491,40.2,4%,56 : 44
506,501–600,Bauman Moscow State Technical UniversityRussian Federation,16925,6.8,15%,40 : 60
507,501–600,Beihang UniversityChina,31821,12.9,4%,
508,501–600,Beijing Institute of TechnologyChina,35710,14.2,6%,
509,501–600,Birmingham City UniversityUnited Kingdom,22934,16.6,26%,62 : 38
510,501–600,University of BradfordUnited Kingdom,8400,19.2,30%,57 : 43
511,501–600,Bucharest University of Economic StudiesRomania,22723,16.2,4%,65 : 35
512,501–600,Centrale NantesFrance,1730,15.7,43%,24 : 76
513,501–600,Changsha University of Science and TechnologyChina,33342,15.3,1%,37 : 63
514,501–600,Charles University in PragueCzech Republic,49787,13.2,22%,62 : 38
515,501–600,University of Côte d’AzurFrance,31723,20.2,20%,56 : 44
516,501–600,Damietta UniversityEgypt,30084,24.7,1%,71 : 29
517,501–600,Durban University of TechnologySouth Africa,27063,36.5,1%,54 : 46
518,501–600,Eastern Mediterranean UniversityNorthern CyprusExplore,14375,27.0,76%,43 : 57
519,501–600,École des Mines de Saint-ÉtienneFrance,1115,9.9,25%,28 : 72
520,501–600,Federal University of Toulouse Midi-PyrénéesFrance,108889,19.8,14%,55 : 45
521,501–600,Florida International UniversityUnited StatesExplore,35590,23.3,9%,57 : 43
522,501–600,University of FribourgSwitzerland,6880,15.6,14%,64 : 36
523,501–600,"Goldsmiths, University of LondonUnited Kingdom",9216,14.9,39%,66 : 34
524,501–600,Government College University FaisalabadPakistan,21219,27.3,0%,46 : 54
525,501–600,University of GreenwichUnited Kingdom,15045,20.2,44%,57 : 43
526,501–600,University of GuelphCanada,22763,27.4,10%,59 : 41
527,501–600,Gwangju Institute of Science and Technology (GIST)South Korea,1808,10.0,8%,25 : 75
528,501–600,Harokopio UniversityGreece,3125,46.6,3%,53 : 47
529,501–600,Heriot-Watt UniversityUnited KingdomExplore,9733,17.8,37%,40 : 60
530,501–600,Hokkaido UniversityJapan,18263,8.4,11%,30 : 70
531,501–600,Hong Kong Baptist UniversityHong KongExplore,8358,12.4,62%,67 : 33
532,501–600,University of HullUnited Kingdom,12567,17.2,19%,55 : 45
533,501–600,University of IcelandIceland,10642,17.9,10%,68 : 32
534,501–600,Indian Institute of Technology RoparIndia,2339,13.6,0%,17 : 83
535,501–600,University of InsubriaItaly,9789,27.0,6%,55 : 45
536,501–600,"International Institute of Information Technology, HyderabadIndia",1862,18.1,7%,20 : 80
537,501–600,Iran University of Science and TechnologyIran,15436,33.9,1%,34 : 66
538,501–600,"Islamic Azad University, Najafabad Branch (IAUN)Iran",21971,17.7,0%,47 : 53
539,501–600,Jacobs UniversityGermanyExplore,1556,21.6,84%,43 : 57
540,501–600,Jamia Millia IslamiaIndia,10481,11.2,2%,49 : 51
541,501–600,Jimma UniversityEthiopia,30473,16.3,0%,30 : 70
542,501–600,Johannes Kepler University of LinzAustria,7133,22.5,13%,50 : 50
543,501–600,Jordan University of Science and TechnologyJordan,25905,14.9,13%,57 : 43
544,501–600,Kafrelsheikh UniversityEgypt,62533,26.1,2%,48 : 52
545,501–600,Kashan University of Medical Sciences and Health ServicesIran,3419,12.8,2%,38 : 62
546,501–600,Keele UniversityUnited Kingdom,9172,15.3,16%,59 : 41
547,501–600,University of KentuckyUnited States,27216,11.2,4%,57 : 43
548,501–600,Kermanshah University of Medical SciencesIran,5759,9.6,12%,53 : 47
549,501–600,University of KragujevacSerbia,16679,15.8,1%,57 : 43
550,501–600,Kyushu UniversityJapan,18568,7.8,14%,29 : 71
551,501–600,Lebanese American UniversityLebanon,7057,10.1,19%,52 : 48
552,501–600,University of LilleFrance,75291,29.6,14%,60 : 40
553,501–600,University of LisbonPortugal,48404,18.1,18%,53 : 47
554,501–600,University of Management and TechnologyPakistan,22520,22.2,2%,45 : 55
555,501–600,University of MessinaItaly,15290,24.2,3%,63 : 37
556,501–600,Middle East Technical UniversityTurkey,17151,22.5,10%,48 : 52
557,501–600,Missouri University of Science and TechnologyUnited States,7617,22.3,9%,23 : 77
558,501–600,University of MonsBelgium,7450,26.9,17%,57 : 43
559,501–600,National Tsing Hua UniversityTaiwan,13711,16.3,11%,41 : 59
560,501–600,National Yang Ming Chiao Tung UniversityTaiwan,16425,14.2,11%,36 : 64
561,501–600,University of NeuchâtelSwitzerland,4148,11.1,21%,61 : 39
562,501–600,University of NicosiaCyprusExplore,4696,11.3,54%,53 : 47
563,501–600,Northumbria UniversityUnited Kingdom,22498,16.3,22%,54 : 46
564,501–600,Northwestern Polytechnical UniversityChinaExplore,34095,13.9,4%,28 : 72
565,501–600,Nottingham Trent UniversityUnited Kingdom,29925,15.3,21%,57 : 43
566,501–600,Open University of CataloniaSpain,32319,100.5,6%,57 : 43
567,501–600,University of PeradeniyaSri Lanka,16123,10.7,1%,59 : 41
568,501–600,Universitat Ramon LlullSpain,14900,22.2,19%,52 : 48
569,501–600,Saint-Petersburg Mining UniversityRussian Federation,7944,13.0,12%,42 : 58
570,501–600,University of SalernoItaly,26289,27.4,3%,54 : 46
571,501–600,University of SaskatchewanCanada,17741,17.6,22%,55 : 45
572,501–600,University of SassariItaly,15065,37.9,2%,62 : 38
573,501–600,Saveetha Institute of Medical and Technical SciencesIndia,12394,7.4,1%,38 : 62
574,501–600,Sciences PoFrance,12872,45.2,37%,61 : 39
575,501–600,Shiraz University of TechnologyIran,1437,13.8,0%,37 : 63
576,501–600,SOAS University of LondonUnited KingdomExplore,4656,12.8,53%,67 : 33
577,501–600,University of South Carolina-ColumbiaUnited States,33025,15.6,5%,55 : 45
578,501–600,Southwestern University of Finance and EconomicsChina,23330,16.4,2%,65 : 35
579,501–600,University of StavangerNorway,11089,11.4,11%,58 : 42
580,501–600,Stevens Institute of TechnologyUnited States,6624,18.6,35%,29 : 71
581,501–600,SUNY University at AlbanyUnited States,16090,17.2,8%,55 : 45
582,501–600,University of TabukSaudi Arabia,29471,14.4,2%,57 : 43
583,501–600,Technion Israel Institute of TechnologyIsrael,15147,21.0,12%,39 : 61
584,501–600,Tokyo Medical and Dental University (TMDU)Japan,3010,4.4,11%,50 : 50
585,501–600,University of TriesteItaly,16677,24.9,7%,57 : 43
586,501–600,University of TsukubaJapan,15725,12.7,16%,38 : 62
587,501–600,TU Dortmund UniversityGermany,25046,74.8,10%,47 : 53
588,501–600,University of TusciaItaly,6272,20.0,4%,54 : 46
589,501–600,University of UdineItaly,12326,18.5,5%,54 : 46
590,501–600,UiT The Arctic University of NorwayNorway,14377,10.1,10%,58 : 42
591,501–600,University of ValenciaSpain,50575,14.3,14%,58 : 42
592,501–600,University of Vic – Central University of CataloniaSpain,6472,14.0,20%,60 : 40
593,501–600,Victoria UniversityAustralia,16106,45.2,25%,55 : 45
594,501–600,Virginia Commonwealth UniversityUnited States,26472,10.7,4%,63 : 37
595,501–600,Wayne State UniversityUnited States,22941,11.9,5%,59 : 41
596,501–600,The University of the West IndiesJamaicaExplore,24811,17.0,1%,71 : 29
597,501–600,Xi’an Jiaotong UniversityChina,44942,14.1,6%,35 : 65
598,501–600,University of ZambiaZambia,16903,21.2,1%,35 : 65
599,501–600,Zayed UniversityUnited Arab Emirates,8593,14.1,2%,88 : 12
600,501–600,Zhejiang Normal UniversityChina,26928,11.7,7%,
601,601–800,Abdul Wali Khan University MardanPakistan,10314,20.9,0%,32 : 68
602,601–800,Åbo Akademi UniversityFinland,5399,17.6,10%,
603,601–800,Addis Ababa UniversityEthiopia,46881,14.8,0%,29 : 71
604,601–800,Ahvaz Jundishapur University of Medical Sciences (AJUMS)Iran,8601,11.6,2%,60 : 40
605,601–800,Ajou UniversitySouth Korea,7574,14.2,17%,42 : 58
606,601–800,Amedeo Avogadro University of Eastern PiedmontItaly,14292,37.1,7%,61 : 39
607,601–800,American UniversityUnited States,12495,11.6,11%,63 : 37
608,601–800,American University of SharjahUnited Arab Emirates,4468,11.9,76%,53 : 47
609,601–800,Amirkabir University of TechnologyIran,10673,21.2,2%,35 : 65
610,601–800,University of AntofagastaChile,8083,20.4,2%,56 : 44
611,601–800,University of ArkansasUnited States,25207,19.4,4%,54 : 46
612,601–800,Auburn UniversityUnited States,27512,18.2,10%,50 : 50
613,601–800,Azarbaijan Shahid Madani UniversityIran,7350,26.2,0%,61 : 39
614,601–800,University of BabylonIraq,26449,12.7,0%,54 : 46
615,601–800,Bahçeşehir UniversityTurkey,17813,47.2,18%,49 : 51
616,601–800,Bahria UniversityPakistan,19573,22.2,1%,44 : 56
617,601–800,Banaras Hindu UniversityIndia,13900,8.7,3%,38 : 62
618,601–800,University of Bari Aldo MoroItaly,29905,21.6,2%,62 : 38
619,601–800,Bar-Ilan UniversityIsrael,17255,17.3,4%,61 : 39
620,601–800,Baylor UniversityUnited States,19700,17.7,7%,55 : 45
621,601–800,Beirut Arab UniversityLebanon,5698,12.0,18%,45 : 55
622,601–800,Ben-Gurion University of the NegevIsrael,16468,20.4,2%,52 : 48
623,601–800,Benha UniversityEgypt,110645,32.5,3%,42 : 58
624,601–800,Université Bourgogne Franche-Comté (UBFC)France,67049,37.3,11%,56 : 44
625,601–800,Ca’ Foscari University of VeniceItaly,18231,38.3,10%,64 : 36
626,601–800,University of Camerino (Unicam)Italy,8129,27.9,10%,46 : 54
627,601–800,University of CanterburyNew ZealandExplore,15245,18.4,22%,51 : 49
628,601–800,Capital Medical UniversityChina,15254,4.9,5%,62 : 38
629,601–800,Carleton UniversityCanada,28760,29.7,22%,49 : 51
630,601–800,University of Central FloridaUnited States,62248,36.1,5%,56 : 44
631,601–800,Central Queensland UniversityAustraliaExplore,15453,20.7,26%,58 : 42
632,601–800,Chongqing UniversityChinaExplore,40696,19.9,3%,
633,601–800,Chung-Ang UniversitySouth Korea,18101,22.7,22%,
634,601–800,Clark UniversityUnited States,3273,11.6,25%,59 : 41
635,601–800,University of CoimbraPortugal,21429,18.0,19%,58 : 42
636,601–800,University of ColomboSri Lanka,31792,31.9,0%,58 : 42
637,601–800,COMSATS University IslamabadPakistan,33465,14.8,2%,42 : 58
638,601–800,Concordia UniversityCanada,35592,33.5,34%,50 : 50
639,601–800,University of CórdobaSpain,16847,13.5,10%,56 : 44
640,601–800,University of Costa RicaCosta Rica,31545,13.4,2%,53 : 47
641,601–800,Covenant UniversityNigeriaExplore,8362,15.5,1%,40 : 60
642,601–800,Cyprus University of TechnologyCyprus,3280,16.9,14%,56 : 44
643,601–800,Dalian University of TechnologyChina,38465,15.0,3%,
644,601–800,Delhi Technological UniversityIndia,11196,22.3,3%,22 : 78
645,601–800,De Montfort UniversityUnited Kingdom,24491,20.2,38%,54 : 46
646,601–800,University of DerbyUnited Kingdom,15525,14.7,18%,59 : 41
647,601–800,University of DesarrolloChileExplore,15933,15.9,3%,56 : 44
648,601–800,University of DhakaBangladesh,211424,16.1,3%,48 : 52
649,601–800,Dow University of Health SciencesPakistan,7249,6.8,3%,76 : 24
650,601–800,University of Eastern FinlandFinland,11898,18.2,5%,66 : 34
651,601–800,Universidade Eduardo MondlaneMozambique,45256,26.1,0%,39 : 61
652,601–800,"University of Engineering and Technology, TaxilaPakistan",5290,19.3,2%,18 : 82
653,601–800,ENSTA BretagneFrance,830,8.1,5%,24 : 76
654,601–800,Eötvös Loránd UniversityHungaryExplore,30190,17.5,9%,62 : 38
655,601–800,Fayoum UniversityEgypt,44786,16.8,0%,62 : 38
656,601–800,Universidade Federal do Rio Grande do SulBrazil,39169,14.1,1%,52 : 48
657,601–800,Universidade Federal de São Paulo (UNIFESP)Brazil,18877,10.3,1%,59 : 41
658,601–800,Federation University AustraliaAustraliaExplore,11684,22.2,52%,55 : 45
659,601–800,Financial University under the Government of the Russian FederationRussian Federation,16139,12.9,7%,51 : 49
660,601–800,Gabriele d‘Annunzio UniversityItaly,23416,32.4,2%,64 : 36
661,601–800,University of GeorgiaUnited States,37465,13.2,7%,58 : 42
662,601–800,Glasgow Caledonian UniversityUnited Kingdom,14271,23.6,19%,57 : 43
663,601–800,University of GranadaSpain,54619,14.5,10%,60 : 40
664,601–800,Graphic Era UniversityIndia,7823,14.3,1%,42 : 58
665,601–800,University of GrazAustria,12531,12.4,17%,66 : 34
666,601–800,Graz University of TechnologyAustria,6353,8.6,23%,25 : 75
667,601–800,Guangzhou UniversityChina,36701,19.4,0%,64 : 36
668,601–800,Guangzhou Medical UniversityChina,12891,1.7,2%,56 : 44
669,601–800,Hacettepe UniversityTurkey,38444,20.1,3%,56 : 44
670,601–800,University of HaifaIsrael,17353,17.7,3%,66 : 34
671,601–800,Hamburg University of TechnologyGermany,4668,28.9,23%,28 : 72
672,601–800,Hazara University MansehraPakistan,12145,26.5,0%,26 : 74
673,601–800,University of HertfordshireUnited Kingdom,18781,15.5,38%,54 : 46
674,601–800,University of HoustonUnited States,46958,27.0,7%,52 : 48
675,601–800,University of HuddersfieldUnited Kingdom,14411,19.8,26%,58 : 42
676,601–800,Icesi UniversityColombia,6279,8.0,2%,53 : 47
677,601–800,Ilam University of Medical SciencesIran,2687,13.0,4%,53 : 47
678,601–800,Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaExplore,22059,8.7,4%,90 : 10
679,601–800,Indian Institute of Technology IndoreIndia,2001,11.7,0%,22 : 78
680,601–800,Indraprastha Institute of Information Technology DelhiIndia,2399,23.1,2%,23 : 77
681,601–800,"International Islamic University, IslamabadPakistan",25221,25.1,7%,53 : 47
682,601–800,Iran University of Medical SciencesIran,8840,8.3,5%,57 : 43
683,601–800,Istanbul Technical UniversityTurkey,18562,24.2,15%,37 : 63
684,601–800,Jagiellonian UniversityPoland,34725,9.6,11%,67 : 33
685,601–800,Jamia Hamdard UniversityIndia,9636,20.0,3%,45 : 55
686,601–800,Jawaharlal Nehru UniversityIndia,8840,14.2,2%,46 : 54
687,601–800,Jiangsu UniversityChina,35687,9.5,6%,42 : 58
688,601–800,Jinan UniversityChinaExplore,41858,16.6,27%,56 : 44
689,601–800,University of JohannesburgSouth AfricaExplore,29167,25.1,15%,55 : 45
690,601–800,Jönköping UniversitySweden,6762,13.0,14%,60 : 40
691,601–800,The University of JordanJordan,30380,13.4,13%,66 : 34
692,601–800,Jouf UniversitySaudi Arabia,19826,9.8,3%,60 : 40
693,601–800,University of KaiserslauternGermany,8572,28.8,22%,35 : 65
694,601–800,Kalasalingam Academy of Research and EducationIndia,7365,8.8,3%,55 : 45
695,601–800,Kansai Medical UniversityJapan,1086,1.3,2%,52 : 48
696,601–800,University of KashanIran,8190,27.2,3%,54 : 46
697,601–800,Universiti Kebangsaan MalaysiaMalaysia,16873,10.1,14%,58 : 42
698,601–800,KIIT UniversityIndiaExplore,24796,12.3,9%,49 : 51
699,601–800,King Saud bin Abdulaziz University for Health SciencesSaudi Arabia,7870,11.3,1%,50 : 50
700,601–800,Konkuk UniversitySouth Korea,13375,26.2,14%,49 : 51
701,601–800,Kore University of EnnaItaly,5053,14.5,1%,68 : 32
702,601–800,University of KurdistanIran,12924,34.6,5%,53 : 47
703,601–800,Lahore University of Management SciencesPakistanExplore,4499,13.8,1%,42 : 58
704,601–800,Lehigh UniversityUnited States,6459,11.1,18%,46 : 54
705,601–800,University of LimerickIrelandExplore,14733,25.1,20%,50 : 50
706,601–800,London South Bank UniversityUnited Kingdom,13051,16.9,35%,56 : 44
707,601–800,University of LorraineFrance,61210,20.2,17%,53 : 47
708,601–800,Louisiana State UniversityUnited States,29191,18.2,5%,54 : 46
709,601–800,Lviv Polytechnic National UniversityUkraine,21367,10.5,1%,42 : 58
710,601–800,Maharishi Markandeshwar University (MMU)IndiaExplore,9053,13.3,10%,43 : 57
711,601–800,Majmaah UniversitySaudi Arabia,20844,14.2,2%,46 : 54
712,601–800,University of MalakandPakistan,7757,27.1,1%,29 : 71
713,601–800,Manchester Metropolitan UniversityUnited Kingdom,29197,15.9,19%,58 : 42
714,601–800,Mansoura UniversityEgypt,161977,47.5,3%,52 : 48
715,601–800,Marche Polytechnic UniversityItaly,10544,22.4,5%,46 : 54
716,601–800,"University of Maryland, Baltimore CountyUnited States",11456,16.8,8%,46 : 54
717,601–800,Mashhad University of Medical SciencesIran,9148,9.7,4%,58 : 42
718,601–800,Massey UniversityNew Zealand,17534,16.1,29%,64 : 36
719,601–800,Medical University of LodzPoland,10294,8.6,10%,70 : 30
720,601–800,Memorial University of NewfoundlandCanadaExplore,16098,14.9,21%,56 : 44
721,601–800,Minia UniversityEgypt,75566,17.9,1%,54 : 46
722,601–800,Mizzou - University of MissouriUnited States,25113,11.8,4%,55 : 45
723,601–800,University of Mohaghegh ArdabiliIran,11435,28.7,0%,56 : 44
724,601–800,University of NairobiKenya,52678,34.5,2%,24 : 76
725,601–800,University of NamibiaNamibia,29369,21.8,3%,64 : 36
726,601–800,Nanjing Agricultural UniversityChina,28184,17.0,2%,
727,601–800,Nantes UniversitéFrance,36281,24.0,11%,55 : 45
728,601–800,National Cheng Kung University (NCKU)TaiwanExplore,20080,15.1,12%,37 : 63
729,601–800,National University of Science and Technology (MISiS)Russian Federation,7300,11.1,26%,40 : 60
730,601–800,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,8906,17.9,18%,30 : 70
731,601–800,National Institute of Technology SilcharIndia,3900,13.9,3%,21 : 79
732,601–800,National Yunlin University of Science and TechnologyTaiwan,9135,21.8,6%,43 : 57
733,601–800,Near East UniversityNorthern Cyprus,20103,24.5,83%,43 : 57
734,601–800,"University of Nevada, Las VegasUnited States",26730,23.2,4%,57 : 43
735,601–800,University of New Brunswick UNBCanada,8661,14.7,15%,51 : 49
736,601–800,New Jersey Institute of TechnologyUnited States,9757,14.6,24%,27 : 73
737,601–800,University of North Carolina at CharlotteUnited States,27579,20.5,5%,49 : 51
738,601–800,North South UniversityBangladesh,24760,30.9,0%,42 : 58
739,601–800,North-West UniversitySouth Africa,40095,24.3,3%,61 : 39
740,601–800,Norwegian University of Life SciencesNorway,6786,7.6,12%,57 : 43
741,601–800,NOVA University of LisbonPortugal,20996,17.8,23%,51 : 49
742,601–800,"University of Occupational and Environmental Health, JapanJapanExplore",1157,2.5,2%,52 : 48
743,601–800,Oklahoma State UniversityUnited States,21250,14.0,6%,51 : 49
744,601–800,Ontario Tech UniversityCanada,8969,28.6,8%,44 : 56
745,601–800,The Open UniversityUnited Kingdom,68390,31.6,8%,65 : 35
746,601–800,Oxford Brookes UniversityUnited Kingdom,13574,14.2,25%,59 : 41
747,601–800,University of ParmaItaly,28210,32.1,6%,58 : 42
748,601–800,Universidad Peruana Cayetano HerediaPeru,6028,6.7,0%,67 : 33
749,601–800,University of PerugiaItaly,24943,25.1,6%,58 : 42
750,601–800,Plekhanov Russian University of EconomicsRussian Federation,13994,8.7,13%,64 : 36
