,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
386,351-400,Paris-Sorbonne University – Paris 4France,21488,27.9,19%,70 : 30
387,351-400,University of PlymouthUnited Kingdom,18508,19.3,14%,52 : 48
388,351-400,Polytechnic University of TurinItaly,29422,27.9,16%,29 : 71
389,351-400,University of SalernoItaly,37862,56.3,1%,61 : 39
390,351-400,Swinburne University of TechnologyAustralia,13606,26.4,27%,39 : 61
391,351-400,The University of Texas at San AntonioUnited States,25870,21.4,7%,48 : 52
392,351-400,Toyota Technological InstituteJapan,505,11.2,3%,7 : 93
393,351-400,University of TriesteItaly,18144,26.5,9%,56 : 44
394,351-400,Tulane UniversityUnited States,11495,11.8,11%,56 : 44
395,351-400,University of TurinItaly,67678,43.7,6%,63 : 37
396,351-400,Victoria UniversityAustralia,15270,32.5,22%,55 : 45
397,351-400,Victoria University of WellingtonNew ZealandExplore,16940,20.1,21%,55 : 45
398,351-400,Washington State UniversityUnited States,26439,20.1,8%,51 : 49
399,351-400,Wayne State UniversityUnited States,22405,10.7,8%,57 : 43
400,351-400,École des Ponts ParisTechFrance,1810,12.9,44%,31 : 69
401,351-400,Örebro UniversitySweden,8698,15.9,2%,61 : 39
402,401-500,American UniversityUnited States,11636,12.0,12%,61 : 39
403,401-500,Aristotle University of ThessalonikiGreece,44433,22.3,9%,58 : 42
404,401-500,Atılım UniversityTurkeyExplore,6394,27.2,8%,
405,401-500,University of AveiroPortugalExplore,10641,17.7,9%,51 : 49
406,401-500,Bar-Ilan UniversityIsrael,16974,15.1,5%,59 : 41
407,401-500,University of Bari Aldo MoroItaly,49536,67.0,2%,64 : 36
408,401-500,University of BergamoItaly,15849,49.2,6%,63 : 37
409,401-500,Boğaziçi UniversityTurkey,11555,25.6,7%,50 : 50
410,401-500,University of BresciaItaly,14616,26.4,7%,46 : 54
411,401-500,University of CampinasBrazil,26966,14.9,3%,48 : 52
412,401-500,University of CanberraAustralia,11287,31.0,28%,53 : 47
413,401-500,Universitat Politècnica de CatalunyaSpain,21995,10.2,12%,27 : 73
414,401-500,Central Queensland UniversityAustraliaExplore,12300,26.6,28%,57 : 43
415,401-500,Charles University in PragueCzech Republic,50992,13.3,15%,61 : 39
416,401-500,Chung-Ang UniversitySouth Korea,12221,16.8,22%,44 : 56
417,401-500,University of CoimbraPortugal,23329,20.1,14%,55 : 45
418,401-500,Curtin UniversityAustraliaExplore,31353,18.4,36%,53 : 47
419,401-500,Cyprus University of TechnologyCyprus,3012,18.9,6%,57 : 43
420,401-500,Dublin City UniversityIreland,8856,24.9,18%,50 : 50
421,401-500,Ewha Womans UniversitySouth Korea,14989,14.2,10%,100 : 0
422,401-500,Federico Santa María Technical UniversityChileExplore,18424,28.3,2%,22 : 78
423,401-500,University of FerraraItaly,13781,22.9,7%,56 : 44
424,401-500,University of FlorenceItaly,53378,18.3,7%,60 : 40
425,401-500,Florida International UniversityUnited StatesExplore,33983,25.8,7%,56 : 44
426,401-500,University of GenoaItaly,35777,29.2,9%,56 : 44
427,401-500,Georgia State UniversityUnited States,28788,19.2,5%,58 : 42
428,401-500,University of GrazAustria,20770,23.6,12%,65 : 35
429,401-500,University of GreifswaldGermany,8628,17.0,5%,54 : 46
430,401-500,Hasselt UniversityBelgium,4913,16.8,10%,46 : 54
431,401-500,Heriot-Watt UniversityUnited KingdomExplore,9289,16.9,42%,41 : 59
432,401-500,HSE UniversityRussian Federation,16170,9.1,5%,
433,401-500,Hokkaido UniversityJapan,18055,8.1,9%,29 : 71
434,401-500,Huazhong University of Science and TechnologyChinaExplore,56211,17.1,4%,35 : 65
435,401-500,Indian Institute of Technology DelhiIndia,6926,13.8,1%,19 : 81
436,401-500,Indian Institute of Technology KanpurIndia,6513,16.7,1%,14 : 86
437,401-500,Indian Institute of Technology MadrasIndia,8692,15.5,1%,19 : 81
438,401-500,Johannes Kepler University of LinzAustria,6652,11.7,9%,51 : 49
439,401-500,University of JyväskyläFinland,9591,15.4,5%,62 : 38
440,401-500,Kazan Federal UniversityRussian Federation,24028,10.9,9%,71 : 29
441,401-500,Keele UniversityUnited Kingdom,8302,14.9,22%,56 : 44
442,401-500,Kent State UniversityUnited States,23059,18.6,8%,59 : 41
443,401-500,King Fahd University of Petroleum and MineralsSaudi Arabia,6617,6.8,21%,0 : 100
444,401-500,Lehigh UniversityUnited States,6400,11.3,16%,44 : 56
445,401-500,University of LilleFrance,67189,27.5,12%,56 : 44
446,401-500,Lincoln UniversityNew Zealand,2985,14.0,23%,47 : 53
447,401-500,University of LisbonPortugal,47756,17.8,10%,52 : 48
448,401-500,Makerere UniversityUganda,37423,29.2,9%,51 : 49
449,401-500,University of ManitobaCanada,29111,28.0,13%,55 : 45
450,401-500,Marche Polytechnic UniversityItaly,16830,23.6,4%,46 : 54
451,401-500,"University of Maryland, Baltimore CountyUnited States",13979,17.8,8%,46 : 54
452,401-500,Massey UniversityNew Zealand,18681,16.1,28%,61 : 39
453,401-500,University of Modena and Reggio EmiliaItaly,20141,26.4,6%,54 : 46
454,401-500,University of MontanaUnited States,10304,17.6,4%,55 : 45
455,401-500,Murdoch UniversityAustraliaExplore,16391,33.2,45%,59 : 41
456,401-500,Nantes UniversitéFrance,34714,22.8,11%,55 : 45
457,401-500,University of Naples Federico IIItaly,82500,61.2,0%,56 : 44
458,401-500,National Cheng Kung University (NCKU)TaiwanExplore,21157,14.3,11%,36 : 64
459,401-500,National Chiao Tung UniversityTaiwan,12609,17.1,6%,27 : 73
460,401-500,National Research Nuclear University MEPhIRussian Federation,7297,9.8,10%,29 : 71
461,401-500,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,8070,19.0,11%,31 : 69
462,401-500,University of NeuchâtelSwitzerland,4208,8.8,22%,60 : 40
463,401-500,New Mexico State University (Main campus)United States,14479,17.8,7%,53 : 47
464,401-500,University of Nice Sophia AntipolisFrance,28218,20.7,21%,56 : 44
465,401-500,Northern Arizona UniversityUnited States,23167,24.8,5%,66 : 34
466,401-500,Novosibirsk State UniversityRussian Federation,7125,6.7,14%,50 : 50
467,401-500,The Open UniversityUnited Kingdom,70859,33.9,8%,61 : 39
468,401-500,Oxford Brookes UniversityUnited Kingdom,12928,17.5,27%,57 : 43
469,401-500,Panthéon-Sorbonne University – Paris 1France,40121,32.8,20%,60 : 40
470,401-500,University of PisaItaly,50937,19.8,5%,52 : 48
471,401-500,Pontificia Universidad Católica de ChileChile,26188,15.6,7%,
472,401-500,University of PortoPortugal,31753,18.6,9%,54 : 46
473,401-500,University of PortsmouthUnited Kingdom,18949,16.4,25%,45 : 55
474,401-500,Université du Québec à MontréalCanada,28830,26.1,19%,61 : 39
475,401-500,RMIT UniversityAustralia,30795,17.3,26%,47 : 53
476,401-500,Renmin University of ChinaChina,24859,11.7,6%,
477,401-500,University of Rome II – Tor VergataItaly,31393,18.4,6%,51 : 49
478,401-500,University of Rome IIIItaly,35290,59.0,4%,59 : 41
479,401-500,Rovira i Virgili UniversitySpain,12637,13.0,10%,60 : 40
480,401-500,Saint Petersburg State UniversityRussian Federation,21924,5.5,7%,64 : 36
481,401-500,University of SalentoItaly,19983,58.8,1%,64 : 36
482,401-500,San Diego State UniversityUnited States,28358,31.8,6%,56 : 44
483,401-500,University of SaskatchewanCanada,19154,17.9,15%,57 : 43
484,401-500,University of SiegenGermany,19139,54.4,11%,50 : 50
485,401-500,SOAS University of LondonUnited KingdomExplore,4756,11.5,54%,63 : 37
486,401-500,University of St GallenSwitzerland,7175,11.3,34%,33 : 67
487,401-500,Stellenbosch UniversitySouth AfricaExplore,22478,23.9,8%,53 : 47
488,401-500,Stevens Institute of TechnologyUnited States,5999,18.3,34%,29 : 71
489,401-500,University of StrathclydeUnited Kingdom,15770,19.8,22%,49 : 51
490,401-500,Sun Yat-sen UniversityChinaExplore,51866,16.9,8%,51 : 49
491,401-500,Tokyo Medical and Dental University (TMDU)Japan,2906,3.2,7%,50 : 50
492,401-500,Tokyo Metropolitan UniversityJapanExplore,9294,9.6,4%,35 : 65
493,401-500,University of TsukubaJapan,16271,12.6,17%,38 : 62
494,401-500,UiT The Arctic University of NorwayNorway,12180,12.0,12%,60 : 40
495,401-500,Verona UniversityItaly,24390,18.7,6%,64 : 36
496,401-500,University of WaikatoNew Zealand,9904,16.8,26%,57 : 43
497,401-500,Western Sydney UniversityAustralia,30734,28.6,13%,57 : 43
498,401-500,Wuhan UniversityChinaExplore,49152,14.0,7%,
499,401-500,Xiamen UniversityChina,42210,15.6,4%,49 : 51
500,401-500,École normale supérieure Paris-SaclayFrance,1505,9.6,7%,26 : 74
501,501-600,American University of BeirutLebanon,7836,8.8,23%,52 : 48
502,501-600,"University of the Andes, ColombiaColombia",16880,17.5,2%,44 : 56
503,501-600,University of ArkansasUnited States,23545,20.3,5%,51 : 49
504,501-600,Athens University of Economics and BusinessGreece,11659,48.0,6%,44 : 56
505,501-600,Auckland University of TechnologyNew ZealandExplore,17627,16.9,39%,59 : 41
506,501-600,University of the Basque CountrySpain,44806,14.8,6%,52 : 48
507,501-600,Ben-Gurion University of the NegevIsrael,16477,20.1,3%,51 : 49
508,501-600,Bond UniversityAustralia,3201,13.6,35%,53 : 47
509,501-600,Université Bourgogne Franche-Comté (UBFC)France,54487,26.2,11%,53 : 47
510,501-600,University of CagliariItaly,29743,30.5,2%,62 : 38
511,501-600,Carleton UniversityCanada,25795,30.4,19%,48 : 52
512,501-600,University of CataniaItaly,53120,33.9,1%,61 : 39
513,501-600,Catholic University of the Sacred HeartItaly,30263,18.9,8%,
514,501-600,Ca’ Foscari University of VeniceItaly,20478,41.9,7%,65 : 35
515,501-600,University of ChileChile,38079,17.4,4%,47 : 53
516,501-600,China Agricultural UniversityChina,18945,11.7,2%,58 : 42
517,501-600,"China Medical University, TaiwanTaiwan",7810,16.4,9%,53 : 47
518,501-600,Complutense University of MadridSpain,63925,20.3,12%,62 : 38
519,501-600,Concordia UniversityCanada,31440,30.6,27%,50 : 50
520,501-600,Creighton UniversityUnited States,7127,9.8,9%,57 : 43
521,501-600,East China Normal UniversityChinaExplore,28674,13.4,11%,64 : 36
522,501-600,East China University of Science and TechnologyChina,23869,13.3,5%,38 : 62
523,501-600,Edith Cowan UniversityAustraliaExplore,16540,35.8,17%,61 : 39
524,501-600,University of GranadaSpain,59530,17.6,9%,58 : 42
525,501-600,Harbin Institute of TechnologyChina,31580,10.6,8%,29 : 71
526,501-600,University of HertfordshireUnited Kingdom,17552,17.0,27%,53 : 47
527,501-600,Hiroshima UniversityJapan,14639,8.2,6%,36 : 64
528,501-600,University of HullUnited Kingdom,14518,18.0,20%,52 : 48
529,501-600,Indian Institute of Technology KharagpurIndia,10586,17.6,0%,16 : 84
530,501-600,Indian Institute of Technology RoorkeeIndia,8134,14.2,1%,17 : 83
531,501-600,University of IoanninaGreece,21266,39.3,4%,57 : 43
532,501-600,Iran University of Science and TechnologyIran,12236,28.2,0%,29 : 71
533,501-600,Istanbul Technical UniversityTurkey,34649,16.6,5%,33 : 67
534,501-600,Jadavpur UniversityIndia,11017,16.7,0%,32 : 68
535,501-600,Kansas State UniversityUnited States,21472,14.3,10%,49 : 51
536,501-600,"Khalifa University of Science, Technology and ResearchUnited Arab Emirates",1047,8.7,22%,49 : 51
537,501-600,King Saud UniversitySaudi Arabia,40404,13.4,7%,
538,501-600,University of KwaZulu-NatalSouth AfricaExplore,32074,25.9,5%,59 : 41
539,501-600,Lappeenranta-Lahti University of Technology LUTFinlandExplore,3576,23.0,20%,31 : 69
540,501-600,University of LimerickIrelandExplore,13250,20.8,17%,47 : 53
541,501-600,Liverpool John Moores UniversityUnited Kingdom,18198,18.4,14%,53 : 47
542,501-600,Louisiana State UniversityUnited States,28541,19.9,5%,52 : 48
543,501-600,Mahidol UniversityThailandExplore,28665,7.7,3%,63 : 37
544,501-600,University of MariborSlovenia,13956,16.5,3%,
545,501-600,Memorial University of NewfoundlandCanadaExplore,15403,15.7,13%,57 : 43
546,501-600,Middlesex UniversityUnited Kingdom,16033,20.4,44%,60 : 40
547,501-600,University of MinhoPortugal,18475,18.4,10%,54 : 46
548,501-600,Missouri University of Science and TechnologyUnited States,7884,23.0,17%,23 : 77
549,501-600,Montana State UniversityUnited States,13360,18.6,5%,45 : 55
550,501-600,Monterrey Institute of TechnologyMexicoExplore,14168,20.0,15%,39 : 61
551,501-600,National Autonomous University of MexicoMexico,139544,11.9,5%,51 : 49
552,501-600,National Institute of Applied Sciences of Lyon (INSA Lyon)France,6215,8.6,30%,32 : 68
553,501-600,National Taiwan Normal UniversityTaiwanExplore,10752,12.9,23%,56 : 44
554,501-600,National Yang-Ming UniversityTaiwan,4363,5.2,2%,48 : 52
555,501-600,National and Kapodistrian University of AthensGreece,61985,32.2,9%,61 : 39
556,501-600,University of Nebraska Medical CenterUnited States,2847,2.5,8%,66 : 34
557,501-600,New Jersey Institute of TechnologyUnited States,9743,18.0,21%,24 : 76
558,501-600,NOVA University of LisbonPortugal,19425,18.5,12%,49 : 51
559,501-600,Oklahoma State UniversityUnited States,21252,21.4,7%,49 : 51
560,501-600,Old Dominion UniversityUnited States,20131,20.2,3%,54 : 46
561,501-600,Otto von Guericke University of MagdeburgGermany,14104,11.7,13%,42 : 58
562,501-600,University of PaderbornGermany,19621,48.1,9%,
563,501-600,University of PalermoItaly,46200,24.7,1%,59 : 41
564,501-600,University of ParmaItaly,26159,30.1,6%,56 : 44
565,501-600,Pontifical Javeriana UniversityColombia,22794,17.3,1%,52 : 48
566,501-600,Pusan National UniversitySouth KoreaExplore,24882,19.8,12%,51 : 49
567,501-600,Qatar UniversityQatar,11844,18.7,43%,72 : 28
568,501-600,University of ReginaCanada,11821,23.4,14%,61 : 39
569,501-600,University of Rennes 1France,26171,29.8,14%,51 : 49
570,501-600,Roskilde UniversityDenmark,6023,14.6,8%,62 : 38
571,501-600,Sejong UniversitySouth Korea,11622,16.4,4%,45 : 55
572,501-600,Semmelweis UniversityHungaryExplore,12592,10.7,25%,64 : 36
573,501-600,Sharif University of TechnologyIran,11177,18.4,0%,26 : 74
574,501-600,Université de SherbrookeCanada,14367,12.3,8%,55 : 45
575,501-600,University of SienaItaly,18244,14.4,8%,59 : 41
576,501-600,Sogang UniversitySouth Korea,10494,23.9,5%,42 : 58
577,501-600,"Soochow University, ChinaChinaExplore",43366,15.1,2%,53 : 47
578,501-600,Southeast UniversityChina,31983,11.7,4%,
579,501-600,Southern Cross UniversityAustralia,9143,35.4,15%,65 : 35
580,501-600,SUNY University at AlbanyUnited States,15363,16.0,8%,52 : 48
581,501-600,University of the Sunshine CoastAustraliaExplore,7512,28.5,16%,64 : 36
582,501-600,Tampere University of TechnologyFinland,5696,15.3,13%,23 : 77
583,501-600,University of Texas at ArlingtonUnited States,26833,24.1,11%,58 : 42
584,501-600,Tianjin UniversityChinaExplore,30103,12.1,1%,
585,501-600,University of ToledoUnited States,18916,16.5,10%,50 : 50
586,501-600,Tomsk Polytechnic UniversityRussian Federation,10980,6.5,20%,38 : 62
587,501-600,Tomsk State UniversityRussian Federation,8565,8.3,18%,58 : 42
588,501-600,Tongji UniversityChinaExplore,36432,13.6,12%,38 : 62
589,501-600,The University of TulsaUnited States,4682,12.4,26%,43 : 57
590,501-600,University of UlsanSouth Korea,14841,13.6,2%,45 : 55
591,501-600,Ulster UniversityUnited Kingdom,17660,14.0,7%,56 : 44
592,501-600,United Arab Emirates UniversityUnited Arab EmiratesExplore,7101,8.8,27%,77 : 23
593,501-600,University of Urbino Carlo BoItaly,13381,33.8,7%,61 : 39
594,501-600,University of ValenciaSpain,52339,16.4,9%,60 : 40
595,501-600,Polytechnic University of ValenciaSpain,25288,10.6,11%,38 : 62
596,501-600,University of WarsawPoland,47940,13.7,7%,67 : 33
597,501-600,Warsaw University of TechnologyPoland,34708,14.6,3%,34 : 66
598,501-600,University of Wisconsin-MilwaukeeUnited States,22442,18.2,6%,52 : 48
599,501-600,Xi’an Jiaotong UniversityChina,31851,11.0,4%,33 : 67
600,501-600,University of ZaragozaSpain,30733,11.7,5%,55 : 45
601,601-800,University of A CoruñaSpain,16598,12.7,2%,51 : 49
602,601-800,AGH University of Science and TechnologyPoland,33244,15.1,2%,36 : 64
603,601-800,Ajou UniversitySouth Korea,11724,9.7,4%,35 : 65
604,601-800,University of AlcaláSpain,16820,12.5,20%,58 : 42
605,601-800,Alfaisal UniversitySaudi ArabiaExplore,1473,12.3,33%,36 : 64
606,601-800,Aligarh Muslim UniversityIndia,15627,12.3,2%,29 : 71
607,601-800,American University of SharjahUnited Arab Emirates,5545,15.0,84%,48 : 52
608,601-800,American University in CairoEgypt,5875,13.9,6%,53 : 47
609,601-800,Amirkabir University of TechnologyIran,12468,22.8,1%,35 : 65
610,601-800,University of AntioquiaColombia,39516,24.4,0%,50 : 50
611,601-800,"Asia University, TaiwanTaiwan",12330,26.5,2%,54 : 46
612,601-800,Auburn UniversityUnited States,22282,17.6,5%,50 : 50
613,601-800,Austral University of ChileChile,14061,17.1,2%,49 : 51
614,601-800,Australian Catholic UniversityAustralia,21123,31.1,10%,72 : 28
615,601-800,Babeş-Bolyai UniversityRomania,37128,23.0,2%,62 : 38
616,601-800,Bauman Moscow State Technical UniversityRussian Federation,18357,3.7,5%,23 : 77
617,601-800,University of BedfordshireUnited Kingdom,12959,19.1,33%,58 : 42
618,601-800,Beijing Institute of TechnologyChina,27603,12.7,6%,34 : 66
619,601-800,University of Beira InteriorPortugal,6930,15.4,7%,52 : 48
620,601-800,"Birla Institute of Technology and Science, PilaniIndia",12292,17.5,0%,19 : 81
621,601-800,Bournemouth UniversityUnited Kingdom,11692,17.4,18%,57 : 43
622,601-800,University of BradfordUnited Kingdom,10296,18.9,29%,54 : 46
623,601-800,University of BrightonUnited Kingdom,15573,17.1,21%,58 : 42
624,601-800,Brno University of TechnologyCzech Republic,22985,20.5,17%,28 : 72
625,601-800,Budapest University of Technology and EconomicsHungary,20584,21.6,3%,31 : 69
626,601-800,COMSATS University IslamabadPakistan,28626,10.6,0%,23 : 77
627,601-800,University of CalcuttaIndiaExplore,18883,34.1,0%,50 : 50
628,601-800,Capital Medical UniversityChina,12080,7.3,3%,70 : 30
629,601-800,University of Castilla-La ManchaSpain,25646,15.5,4%,56 : 44
630,601-800,University of Central LancashireUnited Kingdom,17703,16.8,16%,57 : 43
631,601-800,Chang Gung UniversityTaiwan,7504,12.6,1%,43 : 57
632,601-800,Carlos III University of MadridSpainExplore,15787,10.9,14%,43 : 57
633,601-800,"University of Chemistry and Technology, PragueCzech Republic",4525,10.6,19%,63 : 37
634,601-800,Chiang Mai UniversityThailand,37084,16.8,1%,45 : 55
635,601-800,Chiba UniversityJapan,14085,10.2,5%,37 : 63
636,601-800,"China University of Geosciences, WuhanChina",29098,20.1,3%,
637,601-800,"China University of Petroleum, BeijingChina",14997,20.2,6%,
638,601-800,Jeonbuk National UniversitySouth KoreaExplore,23596,15.1,3%,44 : 56
639,601-800,Chonnam National UniversitySouth KoreaExplore,35577,19.3,3%,33 : 67
640,601-800,Chulalongkorn UniversityThailandExplore,38368,14.7,3%,59 : 41
641,601-800,Chung Yuan Christian UniversityTaiwan,15187,30.3,5%,41 : 59
642,601-800,Clemson UniversityUnited States,19743,17.0,7%,46 : 54
643,601-800,Comenius University in BratislavaSlovakia,22683,11.4,10%,64 : 36
644,601-800,University of ConcepciónChile,26253,17.6,1%,50 : 50
645,601-800,Coventry UniversityUnited KingdomExplore,21285,13.9,41%,48 : 52
646,601-800,Czech Technical University in PragueCzech Republic,22015,13.6,15%,30 : 70
647,601-800,Dalian University of TechnologyChina,36595,15.5,2%,34 : 66
648,601-800,De Montfort UniversityUnited Kingdom,16081,18.8,23%,58 : 42
649,601-800,University of DelhiIndia,22494,20.4,1%,49 : 51
650,601-800,Diego Portales UniversityChile,15868,14.2,2%,48 : 52
651,601-800,Dublin Institute of TechnologyIreland,14215,19.6,24%,40 : 60
652,601-800,University of East LondonUnited Kingdom,13184,23.3,33%,60 : 40
653,601-800,Eastern Mediterranean UniversityNorthern CyprusExplore,16053,31.5,34%,37 : 63
654,601-800,Edinburgh Napier UniversityUnited Kingdom,10644,20.4,31%,56 : 44
655,601-800,Ehime UniversityJapan,9597,11.3,3%,37 : 63
656,601-800,Eötvös Loránd UniversityHungaryExplore,24868,15.7,7%,63 : 37
657,601-800,Universidade Federal do ABC (UFABC)Brazil,11423,20.8,1%,
658,601-800,Federal University of Minas GeraisBrazil,42240,14.1,1%,55 : 45
659,601-800,Universidade Federal do Paraná (UFPR)Brazil,23673,11.3,1%,54 : 46
660,601-800,Universidade Federal do Rio Grande do SulBrazil,38897,14.1,1%,51 : 49
661,601-800,Federal University of Rio de JaneiroBrazil,53377,12.9,2%,54 : 46
662,601-800,Universidade Federal de Santa CatarinaBrazil,33360,14.3,3%,44 : 56
663,601-800,Universidade Federal de São Paulo (UNIFESP)Brazil,12525,8.4,1%,62 : 38
664,601-800,Feng Chia UniversityTaiwan,20848,24.6,9%,37 : 63
665,601-800,Florida Institute of TechnologyUnited States,4715,14.0,30%,33 : 67
666,601-800,University of La FronteraChile,9731,24.9,1%,44 : 56
667,601-800,University of GhanaGhana,37804,31.7,2%,44 : 56
668,601-800,Glasgow Caledonian UniversityUnited Kingdom,13733,21.8,18%,59 : 41
669,601-800,University of GreenwichUnited Kingdom,15209,19.6,34%,54 : 46
670,601-800,Hacettepe UniversityTurkey,38109,18.2,5%,57 : 43
671,601-800,University of HaifaIsrael,17871,30.1,1%,65 : 35
672,601-800,Hofstra UniversityUnited States,9920,14.2,10%,55 : 45
673,601-800,University of HuddersfieldUnited Kingdom,15033,18.1,26%,55 : 45
674,601-800,Hunan UniversityChina,43684,24.5,2%,45 : 55
675,601-800,ISCTE-University Institute of LisbonPortugal,8926,26.7,11%,50 : 50
676,601-800,Indian Institute of Technology GuwahatiIndia,4959,13.3,1%,15 : 85
677,601-800,Inha UniversitySouth Korea,20190,24.0,3%,37 : 63
678,601-800,Isfahan University of TechnologyIran,9182,19.5,1%,40 : 60
679,601-800,Istanbul UniversityTurkey,90614,43.8,6%,49 : 51
680,601-800,Jagiellonian UniversityPoland,41788,11.8,6%,68 : 32
681,601-800,University of JaénSpain,16665,20.1,3%,54 : 46
682,601-800,The Jikei University School of MedicineJapan,1053,2.4,0%,44 : 56
683,601-800,Jilin UniversityChinaExplore,66668,13.8,3%,46 : 54
684,601-800,University of JohannesburgSouth AfricaExplore,38156,31.5,4%,55 : 45
685,601-800,Jordan University of Science and TechnologyJordan,24889,21.5,20%,56 : 44
686,601-800,Juntendo UniversityJapan,4054,3.7,1%,51 : 49
687,601-800,K.N. Toosi University of TechnologyIran,7050,17.4,0%,32 : 68
688,601-800,Kanazawa UniversityJapan,10500,10.3,5%,36 : 64
689,601-800,Kaohsiung Medical UniversityTaiwan,6981,12.0,5%,56 : 44
690,601-800,Universiti Kebangsaan MalaysiaMalaysia,20427,11.8,10%,66 : 34
691,601-800,Keio UniversityJapan,34594,11.0,6%,34 : 66
692,601-800,University Rey Juan CarlosSpain,33335,26.6,10%,57 : 43
693,601-800,King Mongkut’s University of Technology ThonburiThailand,16801,22.8,1%,57 : 43
694,601-800,Kingston UniversityUnited Kingdom,18254,21.7,35%,55 : 45
695,601-800,Kindai UniversityJapan,32010,12.4,2%,29 : 71
696,601-800,Kobe UniversityJapan,15779,8.1,6%,34 : 66
697,601-800,Kochi UniversityJapan,5608,9.1,1%,46 : 54
698,601-800,Konkuk UniversitySouth Korea,26890,31.5,6%,48 : 52
699,601-800,Kumamoto UniversityJapan,10221,7.5,5%,37 : 63
700,601-800,Kuwait UniversityKuwaitExplore,37365,23.7,13%,70 : 30
701,601-800,Kyungpook National UniversitySouth KoreaExplore,27191,18.2,4%,42 : 58
702,601-800,University of La LagunaSpain,21497,14.6,6%,58 : 42
703,601-800,Leeds Beckett UniversityUnited Kingdom,19910,20.8,12%,50 : 50
704,601-800,University of LincolnUnited Kingdom,10999,18.3,15%,56 : 44
705,601-800,University of LjubljanaSlovenia,45607,16.8,4%,60 : 40
706,601-800,London Metropolitan UniversityUnited Kingdom,12475,22.4,36%,61 : 39
707,601-800,Manchester Metropolitan UniversityUnited Kingdom,27326,17.5,14%,57 : 43
708,601-800,Masaryk UniversityCzech Republic,38249,24.6,19%,62 : 38
709,601-800,Miami UniversityUnited States,16659,22.3,8%,53 : 47
710,601-800,Middle East Technical UniversityTurkey,26355,23.3,7%,44 : 56
711,601-800,University of MurciaSpain,30192,15.4,5%,61 : 39
712,601-800,Nagasaki UniversityJapan,9172,7.1,4%,37 : 63
713,601-800,Nagoya City UniversityJapan,4313,8.0,2%,52 : 48
714,601-800,Nagoya Institute of TechnologyJapan,5763,16.8,4%,13 : 87
715,601-800,Nanjing Agricultural UniversityChina,25828,16.3,1%,
716,601-800,Nanjing Medical UniversityChina,12013,9.0,4%,
717,601-800,Nanjing Normal UniversityChina,26588,14.7,3%,68 : 32
718,601-800,National Central UniversityTaiwan,10826,9.6,7%,34 : 66
719,601-800,National Chung Cheng UniversityTaiwanExplore,10129,19.4,4%,44 : 56
720,601-800,National Chung Hsing UniversityTaiwan,15729,19.2,4%,39 : 61
721,601-800,National University of Sciences and TechnologyPakistan,10227,8.0,3%,33 : 67
722,601-800,National Sun Yat-Sen UniversityTaiwan,9344,17.2,5%,37 : 63
723,601-800,National Taiwan Ocean UniversityTaiwan,8371,21.0,5%,30 : 70
724,601-800,National Institute of Technology RourkelaIndia,5675,19.2,3%,22 : 78
725,601-800,Niigata UniversityJapanExplore,12479,8.5,4%,38 : 62
726,601-800,University of North Carolina at GreensboroUnited States,18497,22.1,3%,66 : 34
727,601-800,Northeast Normal UniversityChina,23287,15.0,2%,
728,601-800,"Northeastern University, ChinaChina",31278,15.4,4%,
729,601-800,Northumbria UniversityUnited Kingdom,22445,18.3,16%,55 : 45
730,601-800,Northwestern Polytechnical UniversityChinaExplore,26345,15.5,3%,25 : 75
731,601-800,Nottingham Trent UniversityUnited Kingdom,21932,17.0,18%,55 : 45
732,601-800,Oakland UniversityUnited States,15083,20.4,2%,59 : 41
733,601-800,Ohio University (Main campus)United States,30341,20.9,6%,57 : 43
734,601-800,Okayama UniversityJapan,13186,8.2,4%,38 : 62
735,601-800,Osaka City UniversityJapan,8493,9.8,4%,36 : 64
736,601-800,University of OviedoSpain,24845,14.5,2%,54 : 46
737,601-800,Palacký University OlomoucCzech Republic,18482,11.1,9%,69 : 31
738,601-800,Panjab UniversityIndia,15778,22.3,1%,48 : 52
739,601-800,University of PatrasGreece,24477,32.9,6%,51 : 49
740,601-800,Peter the Great St Petersburg Polytechnic UniversityRussian Federation,15759,6.0,15%,43 : 57
741,601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,21471,21.1,1%,47 : 53
742,601-800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,15047,21.9,3%,51 : 49
743,601-800,University of PretoriaSouth AfricaExplore,34447,23.3,8%,57 : 43
744,601-800,Universiti Putra MalaysiaMalaysia,24161,12.0,17%,73 : 27
745,601-800,University of PécsHungaryExplore,18109,14.6,13%,54 : 46
746,601-800,Quaid-i-Azam UniversityPakistan,13126,26.0,0%,52 : 48
747,601-800,Rochester Institute of TechnologyUnited States,13518,14.1,16%,34 : 66
748,601-800,University of RoehamptonUnited Kingdom,7457,18.3,23%,73 : 27
749,601-800,Universiti Sains MalaysiaMalaysia,28592,14.7,8%,62 : 38
750,601-800,University of SalamancaSpain,32517,19.1,12%,60 : 40
751,601-800,University of SalfordUnited Kingdom,15610,16.9,22%,51 : 49
752,601-800,University of Santiago de CompostelaSpain,28259,15.9,9%,63 : 37
753,601-800,Savitribai Phule Pune UniversityIndia,5493,14.7,4%,33 : 67
